Name,Age,Title,Company,Category
Joe English,24,Founder,Hope in a Box,Education
Rebecca Fleischman,28,Associate Director,"National Programs and Outreach, Child Mind Institute",Education
Brandon Fleming,29,Founder,Harvard Diversity Project,Education
Chloe Hakim-Moore,25,Director,NEXT Memphis,Education
Michael Hamamoto Tribble,28,Head of Education Strategy,Google Cloud,Education
Janelle Hinds,27,Founder,Helping Hands,Education
Jack Krewson,27,Cofounders,Kairos Academies,Education
Gavin Schiffres,26,Cofounders,Kairos Academies,Education
Dennis Hansen,27,Cofounders,Knack,Education
Samyr Qureshi,27,Cofounders,Knack,Education
Rahel Tekola,29,Cofounders,Learnabi,Education
rio,29,Cofounders,Learnabi,Education
Cassidy Leventhal,27,Vice President,University Ventures,Education
Connie Liu,24,Founder,Project Invent,Education
Elizabeth Engele,26,Cofounders,MakerGirl,Education
Julia Haried,27,Cofounders,MakerGirl,Education
Austin Martin,24,Founder,Rhymes with Reason,Education
Nick Currier,29,Kasey Gandham,29;,Education
Reilly Davis,29,Cofounders,PeopleGrove,Education
Adam Saven,29,Cofounders,PeopleGrove,Education
Samantha Pratt,26,Founder,KlickEngage,Education
Melanie Shimano,29,Founder,Food Computer Program,Education
Charlie Anderson,23,Vanessa Gill,23;,Education
Sabih Bin Wasi,27,Cofounders,Stellic,Education
Rukhsar Neyaz,26,Cofounders,Stellic,Education
Ethan Durham,27,Cofounders,Ulyngo,Education
Alexander Jekowsky,24,Cofounders,Ulyngo,Education
Christina Walker Rakestraw,29,Cofounder,HomeRoom,Education
Elise Strobach,28,Cofounders,AeroShield,Energy
Kyle Wilke,29,Cofounders,AeroShield,Energy
Sandeep Ahuja,28,Cofounder,cove.tool,Energy
Benjamin Backer,22,Cofounders,American Conservation Coalition,Energy
Danielle Butcher,23,Cofounders,American Conservation Coalition,Energy
Maria Buitron,29,Investor,PIVA,Energy
Kevin Bush,27,Cofounder,Swift Solar,Energy
Ryan Pearson,27,Cofounders,Cypris Materials,Energy
Matthew Ryan,27,Cofounders,Cypris Materials,Energy
Don DeRosa,29,Cofounder,Eonix,Energy
Vaitea Cowan,26,Cofounders,Enapter,Energy
Jan-Justus Schmidt,28,Cofounders,Enapter,Energy
Matthew Aguayo,29,Cofounders,EnKoat,Energy
Aashay Arora,28,Cofounders,EnKoat,Energy
Dane deQuilettes,29,Team Leads,GridEdge Solar,Energy
Anurag Panda,29,Team Leads,GridEdge Solar,Energy
Alexandra Harbour,25,Associate,Powerhouse Ventures,Energy
Rohit Kalyanpur,22,Founder,Optivolt Labs,Energy
Kentaro Kawamori,28,Partner,Rice Investment Group,Energy
Jordan Kearns,27,Founder,Medley Thermal,Energy
Ana Sophia Mifsud,25,Senior Associate,Rocky Mountain Institute,Energy
Isabel Mogstad,29,Senior Manager,Environmental Defense Fund,Energy
Grace Paulsen,29,Energy Investment Lead,Arena Investors,Energy
Alexandra Rasch,29,Founder,Caban Systems,Energy
Tim Sherstyuk,26,Cofounder,GBatteries,Energy
Ugwem Eneyo,29,Cofounders,SHYFT Power Solutions,Energy
Cole Stites-Clayton,28,Cofounders,SHYFT Power Solutions,Energy
Apoorv Sinha,29,Founder,Carbon Upcycling Technologies,Energy
Zachary Smith,29,Founder,Zauben,Energy
Abraham Stanway,29,Cofounder,Amperon,Energy
Naman Trivedi,25,Cofounder,WattBuy,Energy
Erica Tsypin,28,Cofounder,Steer,Energy
Whitney Wickes,29,Cofounder,Rocking WW Minerals,Energy
Tyler Wittman,27,Founder,Precision NDT,Energy
Jonathan Yan,29,Investor,Sparx,Energy
Ashley Zumwalt-Forbes,29,Cofounder,Black Mountain Metals,Energy
Tarek Alaruri,29,Cofounder,Fairmarkit,Enterprise Technology
Nicole Hardson-Hurley,24,Cofounders,Byteboard,Enterprise Technology
Sargun Kaur,27,Cofounders,Byteboard,Enterprise Technology
Nick Cherukuri,25,Founder,ThirdEye Gen,Enterprise Technology
Ammar Bandukwala,21,Kyle Carberry,22;,Enterprise Technology
Drew D'Agostino,29,Cofounders,Crystal,Enterprise Technology
Greg Skloot,29,Cofounders,Crystal,Enterprise Technology
Alice Default,28,Cofounder,Double,Enterprise Technology
Blaine Hatab,29,Cofounders,Distru,Enterprise Technology
Johnny Ji,25,Cofounders,Distru,Enterprise Technology
Max Kolysh,27,Cofounders,Dover,Enterprise Technology
Anvisha Pai,27,Cofounders,Dover,Enterprise Technology
Sascha Eder,28,Cofounder,NewtonX,Enterprise Technology
Justin Effron,29,Cofounder,ALICE,Enterprise Technology
Ankur Goyal,29,Founder,Impira,Enterprise Technology
Rob Gurzeev,28,Cofounder,CyCognito,Enterprise Technology
Saumya Bhatnagar,29,Cofounders,InvolveSoft,Enterprise Technology
Gaurav Bhattacharya,27,Cofounders,InvolveSoft,Enterprise Technology
Maria Davidson,28,Cofounders,Kojo,Enterprise Technology
Ryan Gibson,26,Cofounders,Kojo,Enterprise Technology
Mayank Goyal,26,Adit Jain,26;,Enterprise Technology
Matt Arbesfeld,26,Cofounders,LogRocket,Enterprise Technology
Ben Edelstein,26,Cofounders,LogRocket,Enterprise Technology
Harrison Hunter,25,Cofounders,MaestroQA,Enterprise Technology
Vasu Prathipati,28,Cofounders,MaestroQA,Enterprise Technology
Isaac Madan,26,Cofounders,Watchtower,Enterprise Technology
Rohan Sathe,29,Cofounders,Watchtower,Enterprise Technology
Rachel Olney,27,Founder,Geosite,Enterprise Technology
Sam Felsenthal,29,Cofounders,Pana,Enterprise Technology
Devon Tivona,28,Cofounders,Pana,Enterprise Technology
Rick Song,29,Cofounders,Persona,Enterprise Technology
Charles Yeh,27,Cofounders,Persona,Enterprise Technology
Kanjun Qiu,29,Cofounder,Sourceress,Enterprise Technology
William Denslow,25,Cofounders,Reggora,Enterprise Technology
Brian Zitin,25,Cofounders,Reggora,Enterprise Technology
Aram Shatakhtsyan,29,Cofounder,CodeSignal,Enterprise Technology
Jasmine Shells,29,Cofounder,Five to Nine,Enterprise Technology
Aakash Kumar,29,Cofounders,Shiftsmart,Enterprise Technology
Pavan Patel,29,Cofounders,Shiftsmart,Enterprise Technology
Alihan Ozbayrak,26,Yarkin Sakucoglu,23;,Enterprise Technology
Nikita Gupta,24,Cofounders,Symba,Enterprise Technology
Ahva Sadeghi,26,Cofounders,Symba,Enterprise Technology
Bruno Faviero,27,Cofounders,Synapse Technology,Enterprise Technology
Simanta Gautam,24,Cofounders,Synapse Technology,Enterprise Technology
Michael Bloch,28,Cofounder,Pillar,Finance
Sam Bobley,28,Cofounder,Ocrolus,Finance
Jennifer Campbell,26,Cofounder,Tagomi,Finance
Jill Carlson,29,Principal,Slow Ventures,Finance
Rachel Carpenter,29,Cofounder,Intrinio,Finance
William Dague,28,Vice President,NASDAQ,Finance
Gardner Davis,29,Senior Investment Associate,Bridgewater Associates,Finance
Amber Feng,29,Head of Financial Infrastructure,Stripe,Finance
Maximilian Fikke,28,Principal,BC Partners,Finance
Karen Fishman,29,Vice President,Goldman Sachs,Finance
Paul Gu,28,Cofounder,Upstart,Finance
Katherine Hele,29,Vice President,Bank of America,Finance
Allan Jean-Baptiste,29,Principal,KKR,Finance
Magdalena Kala,29,Vice President,Bain Capital,Finance
Moiz Khan,29,Analyst,Palestra Capital,Finance
Jessica Khater,24,Head of Institutional Lending,Celsius Network,Finance
Alex Klarfeld,29,Cofounder,Divvy Homes,Finance
Andy Lee,29,Chief Investment Officer,Parallaxes Capital,Finance
Adam Leslie,29,Principal,Blackstone,Finance
Natasha Nath,29,Vice President,Deutsche Bank,Finance
Monta Ozolina,28,Associate,"Private Equity, Apollo Global Management",Finance
Alexander Pack,27,Cofounder,Dragonfly Capital Partners,Finance
Jesse Reinherz,29,Portfolio Manager,Millennium Management,Finance
Olivia Rogan,29,Associate,KKR,Finance
Brian Sanderson,29,Vice President,Morgan Stanley,Finance
Jason Schneider,29,Analyst,Tiger Global Management,Finance
Maxwell Blumenfeld,28,Cofounders,SentiLink,Finance
Naftali Harris,27,Cofounders,SentiLink,Finance
Troy Wickett,29,Vice President,Goldman Sachs,Finance
Naoki John Yoshida,29,Principal,Hellman & Friedman,Finance
Akshay Bhardwaj,26,Executive Chef,Junoon,Food & Drink
Tara Bosch,25,Founder,SmartSweets,Food & Drink
Camille Cogswell,28,Executive Chef,K'Far,Food & Drink
David Cohen,28,Cofounders,Dream Pops,Food & Drink
David Greenfeld,29,Cofounders,Dream Pops,Food & Drink
Nico Enriquez,26,Founder,Willie's Superbrew,Food & Drink
Jeremy Fall,29,Cofounder,J. Fall Group,Food & Drink
James Fayal,29,Founder,Zest Tea,Food & Drink
Kayla Giovinazzo,29,CEO,Eat Clean Bro,Food & Drink
Issey Kobori,26,Cofounders,Golde,Food & Drink
Trinity Mouzon Wofford,26,Cofounders,Golde,Food & Drink
Sterling Jones,28,President,JOJO's Chocolate,Food & Drink
Forrest Dein,27,Cofounders,JuneShine,Food & Drink
Greg Serrao,27,Cofounders,JuneShine,Food & Drink
Gabe Kennedy,29,Cofounder,Plant People,Food & Drink
Anthony Spencer,29,Cofounders,Keto Pint,Food & Drink
Chris Spencer,28,Cofounders,Keto Pint,Food & Drink
Pierson Krass,28,Founder,Lunar Solar Group,Food & Drink
Andrew Jones,29,Cofounders,Lamplighter Brewing,Food & Drink
Cayla Marvil,28,Cofounders,Lamplighter Brewing,Food & Drink
Meng Ai,27,Yishu He,28;,Food & Drink
Nick Mares,23,Cofounder,Kettle & Fire,Food & Drink
Daniela Moreira,29,Executive Chef,Call Your Mother,Food & Drink
Kelsey Moreira,28,Founder,Doughp,Food & Drink
Atara Bernstein,29,Founders,pineapple collaborative,Food & Drink
Ariel Pasternak,29,Founders,pineapple collaborative,Food & Drink
Evan Rocheford,29,Cofounder,NutraMaize,Food & Drink
Samantha Schnur,25,Founder,The Naughty Fork,Food & Drink
Lucas Sin,26,Chef,Junzi Kitchen,Food & Drink
Ashley Thompson,29,Cofounder,MUSH,Food & Drink
Nick Ajluni,26,Cofounders,TRUFF Hot Sauce,Food & Drink
Nick Guillen,29,Cofounders,TRUFF Hot Sauce,Food & Drink
Bennett Byerley,23,Matthew Czarnecki,24;,Food & Drink
Zach Vouga,29,Cofounder,Plant Power Fast Food,Food & Drink
Kae Whalen,28,Beverage Director,Kismet,Food & Drink
Leland Copenhagen,29,Cofounders,Yai's Thai,Food & Drink
Sarah Hughes,29,Cofounders,Yai's Thai,Food & Drink
Nick Amyoony,24,Professional Gamer,Nick Eh 30,Games
Brent Batas,29,Cofounders,AutoAttack Games,Games
Julian Gari,28,Cofounders,AutoAttack Games,Games
Joseph Bentley,27,Head of Beyond Entertainment,Logitech,Games
Justin Britch,27,Head of Development,Obsidian Entertainment,Games
Maxx Burman,29,Cofounder,KitBash3d,Games
Bonnie Burton,28,Producer,Bungie,Games
Rebecca Ford,29,Live Operations and Community Director,Digital Extremes,Games
Lauren Gaba Flanagan,29,Cofounder,Theorycraft,Games
Kyle Giersdorf,17,Professional Gamer,Sentinels,Games
Renee Gittins,29,Executive Director,IGDA,Games
Richard Henkel,28,Product Lead,Riot Games,Games
Kyle Holdwick,29,Senior Gameplay Engineer,thatgamecompany,Games
Mary Kenney,28,Writer,Insomniac Games,Games
Nicole LaPointe Jameson,25,CEO,Evil Geniuses,Games
Keizac Lee,25,Partner,Kowloon Nights,Games
Dominique McLean,21,Professional Gamer,Echo Fox,Games
Shayna Moon,28,Associate Producer,Santa Monica Studio,Games
Spencer Perreault,29,Principal Software Engineer,Microsoft,Games
Stephen Ellis,28,Cofounders,Pipeline,Games
David Steinberg,27,Cofounders,Pipeline,Games
Jasmine Roberts,27,Adjunct Professor,New York University,Games
Sam Rosenthal,28,Founder,The Game Band,Games
Ketaki Shriram,28,Cofounder,Krikey,Games
Justin Stander,26,Founder,Askiisoft,Games
James Sun,24,Senior Product Manager,Twitch,Games
Hanako Tjia,27,Agent,UTA,Games
Rumay Wang,28,Professional Gamer,G2 Esports,Games
Soleil Wheeler,14,Professional Gamer,Faze Clan,Games
Carrie Witt,29,Art Director,Owlchemy Labs,Games
Zhenghua Yang,29,Founder,Serenity Forge,Games
Joey Azofeifa,29,Founder,Arpeggio Bio,Healthcare
Erica Barnell,29,Cofounder,Geneoscopy,Healthcare
Catharine Bowman,21,Board Director,Alberta Lymphedema Association,Healthcare
Mark Fayngersh,27,Cofounders,CareSwitch,Healthcare
Ilya Vakhutinsky,27,Cofounders,CareSwitch,Healthcare
Ashley Moy,25,Cofounders,Cast21,Healthcare
Jason Troutner,26,Cofounders,Cast21,Healthcare
Rumen Hristov,26,Cofounders,Emerald Innovations,Healthcare
Zachary Kabelac,29,Cofounders,Emerald Innovations,Healthcare
Jean Fan,28,Postdoctoral Fellow,Harvard University,Healthcare
Evan Feinberg,28,Cofounders,Genesis Therapeutics,Healthcare
Ben Sklaroff,27,Cofounders,Genesis Therapeutics,Healthcare
Samantha Gerson,26,Founder,UnBroken,Healthcare
Annette Grotheer,29,Founder,The Shop Docs,Healthcare
Bobby Brooke Herrera,29,Cofounder,E25Bio,Healthcare
Zaamin Hussain,26,Clinical Researcher,Harvard University,Healthcare
Joe Kahn,24,Cofounders,Karuna Health,Healthcare
Yasyf Mohamedali,24,Cofounders,Karuna Health,Healthcare
Arthur Kuan,29,Chief Executive Officer,Cold Genesys,Healthcare
Dean Travers,23,Cofounders,Luminopia,Healthcare
Scott Xiao,21,Cofounders,Luminopia,Healthcare
Rainier Mallol,28,Cofounder,AIME,Healthcare
Janel Nour-Omid,27,Cofounder,Vitalacy,Healthcare
Kunal Parikh,29,Research Associate,Johns Hopkins University,Healthcare
Bryan Patenaude,29,Assistant Professor,Johns Hopkins University,Healthcare
Doug Bernstein,29,Cofounders,PECA Labs,Healthcare
Jamie Quinterno,29,Cofounders,PECA Labs,Healthcare
Vijay Ramani,29,Principal Investigator,"University of California, San Francisco",Healthcare
Sana Raoof,29,Researcher,Harvard University,Healthcare
Zachariah Reitano,28,Cofounder,RO,Healthcare
Eva Sadej,29,Founder,Floss Bar,Healthcare
Rob Mannino,28,Cofounders,Sanguina,Healthcare
Erika Tyburski,29,Cofounders,Sanguina,Healthcare
Jessica Schleider,29,Assistant Professor,Stony Brook University,Healthcare
Lea Hachigian,29,Cofounders,TScan Therapeutics,Healthcare
Tomasz Kula,29,Cofounders,TScan Therapeutics,Healthcare
Cameron Turtle,29,Chief Business Officer,Eidos Therapeutics,Healthcare
Carolyn Yarina,29,Cofounder,Sisu Global,Healthcare
Asante Blackk,18,Actor,,Hollywood & Entertainment
Zoey Deutch,25,Actor,,Hollywood & Entertainment
Beanie Feldstein,26,Actor,,Hollywood & Entertainment
Caroline Goldfarb,29,Writer,,Hollywood & Entertainment
Anita Gou,29,Founder,Kindred Spirit,Hollywood & Entertainment
Kelvin Harrison Jr.,25,Actor,,Hollywood & Entertainment
Stephan James,26,Actor,,Hollywood & Entertainment
Jharrel Jerome,22,Actor,,Hollywood & Entertainment
Joey King,20,Actor,,Hollywood & Entertainment
Ben Levine,29,SHARE THIS,,Hollywood & Entertainment
Mike Makowsky,28,Writer,,Hollywood & Entertainment
Hannah Marks,26,Filmmaker,,Hollywood & Entertainment
Marsai Martin,15,Actor,,Hollywood & Entertainment
Ezra Miller,27,Actor,,Hollywood & Entertainment
Niki Montazaran,29,Agent,ICM Partners,Hollywood & Entertainment
Indya Moore,24,Actor,,Hollywood & Entertainment
Emma Needell,29,Screenwriter,Evil Monster Dog,Hollywood & Entertainment
Eva Noblezada,23,Actor,,Hollywood & Entertainment
Erika Olde,28,Founder,Black Bicycle Entertainment,Hollywood & Entertainment
Lili Reinhart,23,Actor,,Hollywood & Entertainment
Hannah Levy,28,Writers,Saturday Night Live,Hollywood & Entertainment
Adriana Robles,26,Writers,Saturday Night Live,Hollywood & Entertainment
Hunter Schafer,21,Actor,,Hollywood & Entertainment
Alexandra Shipp,28,Actor,,Hollywood & Entertainment
Cole Sprouse,27,Actor,,Hollywood & Entertainment
Dylan Sprouse,27,Actor,,Hollywood & Entertainment
Nedaa Sweiss,28,Head Writer,The Tonight Show Starring Jimmy Fallon,Hollywood & Entertainment
Finn Wolfhard,17,Actor,,Hollywood & Entertainment
Phillip Youmans,19,Filmmaker,Denizen Pictures,Hollywood & Entertainment
Jaboukie Young-White,25,Comedian,,Hollywood & Entertainment
Matthew Asir,22,Founder,The Legal Bullet,Law & Policy
Jessica Cisneros,26,Candidate,U.S. Congress,Law & Policy
Alexander Diaz,27,Head of Crisis Response & Humanitarian Aid,Google.org,Law & Policy
Andrew Leon Hanna,28,Cofounders,DreamxAmerica,Law & Policy
David Delaney Mayer,27,Cofounders,DreamxAmerica,Law & Policy
Ritika Dutt,28,Cofounder,Botler AI,Law & Policy
Katie Eder,20,Executive Director,Future Coalition,Law & Policy
Karthik Ganapathy,28,Partner,mvmt communications,Law & Policy
Julian Gluck,29,Captain,United States Air Force,Law & Policy
Jelani Anglin,27,Cofounders,Good Call,Law & Policy
Gabe Leader-Rose,29,Cofounders,Good Call,Law & Policy
Octavia Abell,28,Cofounders,Govern for America,Law & Policy
Kyleigh Russ,28,Cofounders,Govern for America,Law & Policy
Sofia Gross,26,Global Public Policy Manager,Snap,Law & Policy
Will Haskell,23,State Senator,Connecticut Legislature,Law & Policy
Audrey Henson,29,Founder,College to Congress,Law & Policy
Lina Hidalgo,28,County Judge,Harris County,Law & Policy
Amanda Matos,28,Director of Constituency Campaigns,Planned Parenthood Action Fund,Law & Policy
John McCarthy,28,Deputy National Political Director,Joe Biden for President,Law & Policy
Tasnim Motala,29,Fellow,Howard University,Law & Policy
Matt Nguyen,26,Supreme Court Chambers Attorney,Supreme Court of California,Law & Policy
Nadya Okamoto,21,Founder,PERIOD. The Menstrual Movement.,Law & Policy
Brittanny Perrigue,27,Fellow,Texas RioGrande Legal Aid,Law & Policy
Bethany Pickett,28,Deputy Associate Counsel,The White House,Law & Policy
Walter Powell,28,Cofounders,Politiscope,Law & Policy
Jackson White,27,Cofounders,Politiscope,Law & Policy
Jacob Rudolph,25,Executive Director,The Pride Network,Law & Policy
Jamie Sgarro,26,Cofounder,AsylumConnect,Law & Policy
Julie Slama,23,State Senator,Nebraska Legislature,Law & Policy
McKenzie Snow,29,Policy Director,U.S. Department of Education,Law & Policy
Varshini Prakash,26,Cofounders,Sunrise Movement,Law & Policy
Evan Weber,28,Cofounders,Sunrise Movement,Law & Policy
Tom Dowling,23,Cofounders,taxProper,Law & Policy
Geoff Segal,24,Cofounders,taxProper,Law & Policy
Autumn Zhu,27,Founder,BMoreLoved.org,Law & Policy
Moby Ahmed,25,Cofounders,ambercycle,Manufacturing & Industry
Akshay Sethi,26,Cofounders,ambercycle,Manufacturing & Industry
Philip House,26,Sachin Lal,25;,Manufacturing & Industry
Arye Barnehama,29,Founder,Elementary Robotics,Manufacturing & Industry
Jordan Darling,27,Vice President,Nikola,Manufacturing & Industry
Tom Bachant,28,Cofounders,Dashride; acquired by Cruise,Manufacturing & Industry
Nadav Ullman,29,Cofounders,Dashride; acquired by Cruise,Manufacturing & Industry
Johanan Dujon,26,Founder,Algas Organics,Manufacturing & Industry
Marya Dzmitruk,27,Cofounder,Prodsmart,Manufacturing & Industry
Caroline Danehy,22,Cofounders,Fair Harbor,Manufacturing & Industry
Jake Danehy,25,Cofounders,Fair Harbor,Manufacturing & Industry
Andrew Caunter,26,Karlo Delos Reyes,28;,Manufacturing & Industry
Davis Foster,23,Cofounder,Scythe Robotics,Manufacturing & Industry
Harshil Goel,27,Founder,Dyndrite,Manufacturing & Industry
James Hedrick,28,Cofounder,Azul 3D,Manufacturing & Industry
Tommy Gibbons,29,Cofounders,Hempitecture,Manufacturing & Industry
Matthew Mead,29,Cofounders,Hempitecture,Manufacturing & Industry
Phoebe Henson,26,Project Lead,Honeywell Aerospace,Manufacturing & Industry
Yaakoub Hijazi,27,President,The American Laundry,Manufacturing & Industry
Katherine Homuth,29,Founder,Sheertex,Manufacturing & Industry
Geneva Long,29,Founder,Bowlus Road Chief,Manufacturing & Industry
Shai Magzimof,28,Founder,Phantom Auto,Manufacturing & Industry
Mauricio Menache,28,CEO,GoodFibers,Manufacturing & Industry
Jordan Miller,27,Cofounder,Titus Industrial,Manufacturing & Industry
Grant Page,27,Founder,Magna Imperio Systems,Manufacturing & Industry
Jeremiah Pate,21,Founder,LunaSonde,Manufacturing & Industry
Melvin Du,23,Cofounders,Ramp USA,Manufacturing & Industry
Amro Eltayeb,24,Cofounders,Ramp USA,Manufacturing & Industry
Tate Stock,27,Founder,Chirp,Manufacturing & Industry
Charu Thomas,22,Founder,Oculogx,Manufacturing & Industry
Vy Tran,26,Founder,Wonder Hoodie,Manufacturing & Industry
Caleb Carr,26,Cofounders,Vita Inclinata Technologies,Manufacturing & Industry
Derek Sikora,26,Cofounders,Vita Inclinata Technologies,Manufacturing & Industry
Dakota Semler,27,Cofounders,XOS Trucks,Manufacturing & Industry
Giordano Sordoni,27,Cofounders,XOS Trucks,Manufacturing & Industry
Benjamin Ziomek,28,Cofounder,Actuate,Manufacturing & Industry
Martin Aguinis,24,Head of Global Marketing,"Flutter, Google",Marketing & Advertising
Nilla Ali,28,Senior Vice President,"Commerce, BuzzFeed",Marketing & Advertising
Hayley Anderson,29,Cofounder,soona,Marketing & Advertising
Franky Bernstein,26,Founder,Markett,Marketing & Advertising
Samantha Bort,28,Director,"Digital Innovation & Experience, L'Or�al",Marketing & Advertising
Patrick Ip,29,Cofounders,Catalog,Marketing & Advertising
Jacobo Lumbreras,29,Cofounders,Catalog,Marketing & Advertising
Anton Mamonov,24,Karan Walia,29;,Marketing & Advertising
Alexander Allen,26,Senior Creative Teams,David The Agency,Marketing & Advertising
Andy Tamayo,28,Senior Creative Teams,David The Agency,Marketing & Advertising
a,29,Cofounder,Synapbox,Marketing & Advertising
Megan Duong,28,Global Head of Brand,Claris,Marketing & Advertising
Rylee Ebsen,29,Founder,Ebsen Enterprises,Marketing & Advertising
Sameen Karim,26,Cofounders,Eventable,Marketing & Advertising
Akash Malhotra,28,Cofounders,Eventable,Marketing & Advertising
Carley Gauthier,29,National Director of Marketing,Live Nation,Marketing & Advertising
Andrew Green,27,Global Director of Innovation,Budweiser,Marketing & Advertising
Nina Montgomery,28,Design Lead,IDEO,Marketing & Advertising
Hector Espinoza,27,Cofounders,Multiplied,Marketing & Advertising
Nancy Li,23,Cofounders,Multiplied,Marketing & Advertising
Tyler Rochwerg,27,Digital Marketing & Innovation Manager,Johnson & Johnson,Marketing & Advertising
Lauren Rothberg,29,Director of Marketing,Reformation,Marketing & Advertising
Sheba Roy,27,Global Partner Marketing Lead,Google,Marketing & Advertising
Mo Said,29,Founder,Mojo Supermarket,Marketing & Advertising
Sivakami Sambasivam,29,Founding Team Member,GoodRx,Marketing & Advertising
Bryan Stromer,24,Product Marketing Manager,Microsoft,Marketing & Advertising
Austin Mace,27,Cofounders,Subvrsive,Marketing & Advertising
Ryan Thomas,27,Cofounders,Subvrsive,Marketing & Advertising
Hannah Tenenbaum,29,Agent,Paradigm Talent Agency,Marketing & Advertising
Ross Tipograph,29,Writer,"Producer, and Director, Ross Jacobs Company",Marketing & Advertising
