Name,Age,Title,Company,Category
"Jenna Cryan, Shawn Shan, Emily Wenger","29, 26, 29","RESEARCHERS","GLAZE","Consumer Technology"
"Aya Suzuki, Alexis Wong","27, 28","COFOUNDERS","AAVIA","Consumer Technology"
"Eve Halimi, Anam Lakhani","27, 26","COFOUNDERS","ALINEA","Consumer Technology"
"Loewen Cavill, Felipe Radovitzky, Emilio Sison","26, 26, 25","COFOUNDERS","AMIRA","Consumer Technology"
"Caleb Lee, Timothy Makalinao, Larry Zhang","28, 27, 27","COFOUNDERS","BANDANA","Consumer Technology"
"Jeremy Berman, Connor Feroce, Fernando Rojo","27, 28, 27","COFOUNDERS","BEATGIG","Consumer Technology"
"Anna Believantseva","29","COFOUNDER","ESPER BIONICS","Consumer Technology"
"Rebecca Blais, NathÃ¡n Goldberg Crenier","27, 28","COFOUNDERS","BLUEBONNET DATA","Consumer Technology"
"Abhijay Bhatnagar, Arjun Bhatnagar","24, 27","COFOUNDERS","CLOAKED","Consumer Technology"
"Vedant Pradeep","27","COFOUNDER","REFRAME","Consumer Technology"
"Jason Kuperberg, Matt Shumer","27, 23","COFOUNDERS","OTHERSIDEAI","Consumer Technology"
"Kathryn Cross","25","FOUNDER","ANJA HEALTH","Consumer Technology"
"Nico Laqua, Emily Yuan","23, 22","COFOUNDERS","BASKET ENTERTAINMENT","Consumer Technology"
"Mir Hwang, Ryan Kim","27, 28","COFOUNDERS","GIGFINESSE","Consumer Technology"
"Alexander Cui, Edward Tian","25, 23","COFOUNDERS","GPTZERO","Consumer Technology"
"Sarabeth Jaffe","29","COFOUNDER","HELLOPRENUP","Consumer Technology"
"Samantha Johnson","25","FOUNDER","TATUM ROBOTICS","Consumer Technology"
"Brad Brenner, Kevin Bunarjo, Isaac Eaves","28, 26, 27","COFOUNDERS","JOON","Consumer Technology"
"Katie Kirsch","29","FOUNDER","TWENTY","Consumer Technology"
"Zach Picon, Jordan Scheffler, Jason van Esso","27, 27, 29","COFOUNDERS","CREWFARE","Consumer Technology"
"Diego Roel","22","FOUNDER","STRAP TECHNOLOGIES","Consumer Technology"
"Max Mayblum","29","FOUNDER","GIVERS","Consumer Technology"
"Shikhar Mohan","29","COFOUNDER","POGO","Consumer Technology"
"Tony Morino","28","COFOUNDER","WISEDAY","Consumer Technology"
"Jonathan Newar","29","COFOUNDER","CAPTAIN EXPERIENCES","Consumer Technology"
"Jordan Singer","28","FOUNDER","DIAGRAM","Consumer Technology"
"Jack Sweeney","21","FOUNDER","GROUND CONTROL","Consumer Technology"
"Peter Gokhshteyn, Kevin Michael","28, 28","COFOUNDERS","TEMPO LABS","Consumer Technology"
"Amit Bhatnagar, Pritesh Kadiwala, Fai Nur, Blossom Okonkwo, Great Okonkwo","22, 27, 27, 22, 23","COFOUNDERS","WISHROLL","Consumer Technology"
"Jessica Pegula","29","ATHLETE","WTA TOUR","Sports"
"Napheesa Collier","27","FORWARD","MINNESOTA LYNX","Sports"
"Ronald AcuÃ±a Jr.","25","OUTFIELDER","ATLANTA BRAVES","Sports"
"Victoria Arlen","29","TV HOST","ESPN","Sports"
"Austin Barone","29","COFOUNDER","JUST PLAY SPORTS SOLUTIONS","Sports"
"Robyn Brown","28","SENIOR MANAGER OF BRAND AND CONTENT STRATEGY","PHOENIX MERCURY","Sports"
"Kate Douglass","22","SWIMMER","TEAM USA","Sports"
"Olivia Dunne","21","GYMNAST","LOUISIANA STATE UNIVERSITY","Sports"
"Anthony Edwards","22","ATHLETE","MINNESOTA TIMBERWOLVES","Sports"
"Lauren Esrig","29","DIRECTOR OF STRATEGY AND DEVELOPMENT","VOICE IN SPORT FOUNDATION","Sports"
"Austin Ekeler","28","RUNNING BACK","LOS ANGELES CHARGERS","Sports"
"Matt Howard","29","SENIOR ASSOCIATE","KB PARTNERS","Sports"
"Diana Flores","26","QUARTERBACK","MEXICO WOMEN'S NATIONAL FLAG FOOTBALL TEAM","Sports"
"Stasia Foster","27","BRAND CONSULTING EXECUTIVE","CAA","Sports"
"Lamar Jackson","26","QUARTERBACK","BALTIMORE RAVENS","Sports"
"Tyshawn Jones","24","PROFESSIONAL SKATEBOARDER","","Sports"
"Kyle Kuzma","28","FORWARD","WASHINGTON WIZARDS","Sports"
"Darcy McFarlane","28","GLOBAL CONSUMER DIRECT MARKETING LEAD FOR WOMEN'S RUNNING","NIKE","Sports"
"Maddie Musselman","25","WATER POLO PLAYER","TEAM USA","Sports"
"Alison Reed","28","DIRECTOR OF PROGRAM OPERATIONS","WOMEN IN SPORTS TECH","Sports"
"Patrick Harrel","29","BASKETBALL DATA SCIENCE AND SCHEDULING LEAD","NBA","Sports"
"Natalie White","25","FOUNDER","MOOLAH KICKS","Sports"
"Angel Reese","21","FORWARD","LOUISIANA STATE UNIVERSITY","Sports"
"Shannon Rhodes","29","CONNECTED ENGINEERING LEAD","NBA","Sports"
"Sha'Carri Richardson","23","SPRINTER","TEAM USA","Sports"
"Kelly Sherman","28","AGENT","WME SPORTS","Sports"
"Sophia Smith","23","FORWARD","U.S. WOMEN'S NATIONAL SOCCER TEAM","Sports"
"Jason Spector","29","LEAD DATA SCIENTIST","CBS SPORTS","Sports"
"Isiah Turner","29","AGENT","WME SPORTS","Sports"
"Tom Weingarten","29","CHIEF GROWTH OFFICER","OVERTIME","Sports"
"Quinn Favret, Hassaan Raza","23, 26","COFOUNDERS","TAVUS","Marketing & Advertising"
"Chinonye Vanessa Mbonu","29","VP","DIGITAL MARKETING & COMMUNICATIONS, NAACP","Marketing & Advertising"
"Adrian Alfieri","27","FOUNDER","VERBATIM","Marketing & Advertising"
"Alexandre Bocquet","28","FOUNDER","BETTERLY","Marketing & Advertising"
"Jackson Corey, Lucas DiPietrantonio","29, 28","COFOUNDERS","DARKROOM","Marketing & Advertising"
"Marian Dimaano","29","DIRECTOR OF PARTNERSHIPS","OFFICE OF DIGITAL STRATEGY, THE WHITE HOUSE","Marketing & Advertising"
"Chase Dobbie, Everett Vane, Cam Wilkie","29, 28, 29","COFOUNDERS","FUNC.MEDIA","Marketing & Advertising"
"Nathaniel Gaynor","29","CONTENT & CULTURE LEAD","BRAND RELEVANCE, MCDONALD'S","Marketing & Advertising"
"KÃ©vin Combe, Jean-Maxime Larouche","29, 28","COFOUNDERS","HIPPOC","Marketing & Advertising"
"Rafay Iqbal","26","FOUNDER","DRIP STUDIO","Marketing & Advertising"
"Brandon Smithwrick","29","HEAD OF CONTENT","KICKSTARTER","Marketing & Advertising"
"Aditya Agashe, Neel Mehta","27, 27","COFOUNDERS","FIBER AI","Marketing & Advertising"
"Roy Itzhaki","26","FOUNDER","BIZDEV LABS","Marketing & Advertising"
"Jonathan Jadali","26","FOUNDER","ASCEND AGENCY","Marketing & Advertising"
"Shauna James","29","SENIOR MANAGER","DIGITAL MARKETING OF BLACK MUSIC, ATLANTIC RECORDS","Marketing & Advertising"
"Sophie Jamison","23","CHIEF TIKTOK OFFICER","MADE BY GATHER","Marketing & Advertising"
"Shray Joshi","27","FOUNDER","GOOD PEEPS","Marketing & Advertising"
"Sikander Sonny Khan","25","PRODUCT MARKETING MANAGER","SEARCH + AI, MICROSOFT","Marketing & Advertising"
"Bridget Kyeremateng","28","SENIOR MANAGER","INCLUSIVE MARKETING, TWITCH","Marketing & Advertising"
"Jamie O'Brien","29","DIRECTOR","GLOBAL MARKETING AND INNOVATION, SKINCEUTICALS","Marketing & Advertising"
"Simone Jackson","29","GLOBAL BRAND MANAGER","SPOTIFY","Marketing & Advertising"
"Yazmin Cazares","29","SENIOR MANAGER","GLOBAL DIGITAL MARKETING, THE WALT DISNEY STUDIOS","Marketing & Advertising"
"Amala Okpala","28","STRATEGIC PARTNER MANAGER","INSTAGRAM","Marketing & Advertising"
"Bobby Palmieri","28","COFOUNDER","LILO SOCIAL","Marketing & Advertising"
"Samyutha Reddy","29","HEAD OF ENTERPRISE MARKETING","JASPER AI","Marketing & Advertising"
"Ari Rush","28","FOUNDER","RUSH VENTURES","Marketing & Advertising"
"Tom Shea","29","COFOUNDER","ADGILE MEDIA GROUP","Marketing & Advertising"
"Dani Stevens","28","BRAND MEDIA MANAGER","DOMINO'S","Marketing & Advertising"
"Alexis Unwalla","29","DIRECTOR OF NATIONAL MEDIA","MICHELOB ULTRA","Marketing & Advertising"
"Charlie Weber","29","SENIOR MANAGER","ORIGINALS MARKETING, MAX","Marketing & Advertising"
"Brennan Spellacy","29","COFOUNDER","PATCH","Energy"
"Grace Stanke","21","MISS AMERICA 2023","","Energy"
"Lin Sun Fa, Dwi Sutandar","24, 26","COFOUNDERS","AEONCHARGE","Energy"
"Mars Garza, Marley Rafson","25, 28","COFOUNDERS","ALCOVE","Energy"
"Amy Andrews","29","HYDROGEN PROCESS ENGINEER","BP","Energy"
"Marissa Beatty","29","FOUNDER","TURNOVER LABS","Energy"
"Shiv Bhakta","28","COFOUNDER","ACTIVE SURFACES","Energy"
"Sami El Bouari, Hassan Lantry","27, 27","COFOUNDERS","EVOLY","Energy"
"Atticus Francken","29","COFOUNDER","ECONERGY","Energy"
"Vida Gabriel","28","COFOUNDER","TERRAFIXING","Energy"
"Brian Sheng, Eric Sheng","29, 26","COFOUNDERS","AQUARIA","Energy"
"Michael Arens, David Constantine","25, 24","COFOUNDERS","CLEAN EARTH ROVERS","Energy"
"Asher Genoot","29","COFOUNDER","US BITCOIN CORP.","Energy"
"Matt Lohstroh, Brent Whitehead","25, 24","COFOUNDERS","GIGA ENERGY","Energy"
"Abhay Gupta","29","SENIOR CELL MATERIALS ENGINEER","TESLA","Energy"
"Claudia Herbert Colfer","29","HEAD OF PROGRAMMING","UNITED NATIONS GLOBAL COMPACT NETWORK USA","Energy"
"Kiana Kazemi, Leah Thomas","23, 28","COFOUNDERS","INTERSECTIONAL ENVIRONMENTALIST","Energy"
"Drew Lilley","28","COFOUNDER","CALION TECHNOLOGIES","Energy"
"Marcus Lima","26","COFOUNDER","HEIMDAL","Energy"
"Alex Kosyakov, Thomas Rouffiac","22, 22","COFOUNDERS","NATRION","Energy"
"Gurinder Nagra","29","FOUNDER","FURNO MATERIALS","Energy"
"Sarah Beth Gleeson, Shoshana Weintraub, Julia Yan","23, 24, 23","COFOUNDERS","BALEENA","Energy"
"Brian Pinkard","29","COFOUNDER","AQUAGGA","Energy"
"Marisa Reddy","28","COFOUNDER","CONDUIT TECH","Energy"
"Kara Rodby","28","TECHNICAL PRINCIPAL","VOLTA ENERGY TECHNOLOGIES","Energy"
"Keeton Ross","28","COFOUNDER","HOLOCENE","Energy"
"Fiyi Adebekun, Jared Boisvert, Prosser Cathey, Benji Grossman, Hudson Hooper","23, 22, 22, 23, 22","COFOUNDERS","VOLTIC","Energy"
"Allison Ward","28","SENIOR SUSTAINABLE MATERIALS ENGINEER","DELL TECHNOLOGIES","Energy"
"Ryan Babaie, Jared Duncan, Alex Nussey","27, 26, 27","COFOUNDERS","WATTCH","Energy"
"Ryan Zeiser","27","COFOUNDER","ONCORE ORIGINATION","Energy"
"Luna Yu","29","FOUNDER","GENECIS BIOINDUSTRIES","Science"
"Saadia Gabriel","28","INCOMING ASSISTANT PROFESSOR","UNIVERSITY OF CALIFORNIA, LOS ANGELES","Science"
"Cari Cesarotti","28","POSTDOCTORAL RESEARCHER","MASSACHUSETTS INSTITUTE OF TECHNOLOGY","Science"
"Elliot Chang","29","COFOUNDER","EION","Science"
"Herbert Chang","28","ASSISTANT PROFESSOR","DARTMOUTH COLLEGE","Science"
"Gregory Chen","29","RESIDENT PHYSICIAN","HOSPITAL OF THE UNIVERSITY OF PENNSYLVANIA","Science"
"Matthew Clarke","29","ASSISTANT PROFESSOR","UNIVERSITY OF ILLINOIS URBANA-CHAMPAIGN","Science"
"Thomas Storwick, Kelly Zheng","27, 28","COFOUNDERS","COASTAL CARBON","Science"
"Sergio Gallucci","28","COFOUNDER","SCOUT","Science"
"Hao Geng","29","POSTDOCTORAL RESEARCHER","HARVARD UNIVERSITY","Science"
"Bharath Kannan","28","COFOUNDER","ATLANTIC QUANTUM","Science"
"Andrew Singletary","29","COFOUNDER","3LAWS ROBOTICS","Science"
"Thomas GonzÃ¡lez Roberts","29","PH.D. CANDIDATE","MASSACHUSETTS INSTITUTE OF TECHNOLOGY","Science"
"Aditya Grover","29","ASSISTANT PROFESSOR","UNIVERSITY OF CALIFORNIA, LOS ANGELES","Science"
"Rachel Huang","27","POSTDOCTORAL RESEARCHER","UNIVERSITY OF TEXAS AT AUSTIN","Science"
"Julie Jiang","26","PH.D. CANDIDATE","UNIVERSITY OF SOUTHERN CALIFORNIA","Science"
"Yiyue Luo","27","PH.D. CANDIDATE","MASSACHUSETTS INSTITUTE OF TECHNOLOGY","Science"
"Xinyu Liu, Lu Yin","26, 28","COFOUNDERS","PERSPERION DIAGNOSTICS","Science"
"Aditi Raghunathan","29","ASSISTANT PROFESSOR","CARNEGIE MELLON UNIVERSITY","Science"
"Iemaan Rana","28","M.D. CANDIDATE","UNIVERSITY OF ILLINOIS","Science"
"Clare Luckey","29","AEROSPACE ENGINEER","NASA","Science"
"Sophia Liu","28","CORE FACULTY","RAGON INSTITUTE","Science"
"Zachary Schiffer","29","INCOMING ASSISTANT PROFESSOR","HARVARD UNIVERSITY","Science"
"Sergio Heli Triana Sierra","29","POSTDOCTORAL RESEARCHER","MASSACHUSETTS INSTITUTE OF TECHNOLOGY","Science"
"Javier ViaÃ±a","28","COFOUNDER","REZON.AI","Science"
"Sam Wattrus","29","PRINCIPAL INVESTIGATOR","WATTRUS LAB","Science"
"Nialah Wilson-Small","28","INDUSTRY ASSISTANT PROFESSOR","NEW YORK UNIVERSITY","Science"
"Tomer Yaron-Barir","29","M.D. CANDIDATE","COLUMBIA UNIVERSITY","Science"
"Yian Yin","29","ASSISTANT PROFESSOR","CORNELL UNIVERSITY","Science"
"Roger Zou","29","RESIDENT PHYSICIAN","MASSACHUSETTS GENERAL HOSPITAL","Science"
"Camila Victoriano","29","COFOUNDER","SONORO","Media"
"Dillon St. Bernard","23","FOUNDER","TEAM DSB","Media"
"Kristina Ayanian","26","EXECUTIVE PRODUCER","NASDAQ","Media"
"Devon Blackwell","24","ASSOCIATE PRODUCER","THE NEW YORKER","Media"
"Evan Bretos","29","DIRECTOR OF NEWSROOM SPECIAL INITIATIVES AND PARTNERSHIPS","THE WASHINGTON POST","Media"
"Dominic-Madori Davis","26","REPORTER","TECHCRUNCH","Media"
"Amanda DiMartino","28","PRODUCER","","Media"
"Ben Gallagher","29","COFOUNDER","CHEAT CODE AGENCY","Media"
"Atalie Gimmel","29","ASSOCIATE DIRECTOR","SOCIAL MEDIA, VOGUE","Media"
"Chloe Gong","24","AUTHOR","","Media"
"Iman Hariri-Kia","28","AUTHOR","","Media"
"Rebecca Kuang","27","AUTHOR","","Media"
"Annie Grayer","29","REPORTER","CNN","Media"
"Lauren Green","28","AUTHOR","","Media"
"Hunter Harris","29","WRITER","","Media"
"Aiyana Ishmael","25","ASSOCIATE EDITOR","TEEN VOGUE","Media"
"Anushka Joshi","24","FOUNDER","GEN-ZINE","Media"
"Haley Kluge","29","CREATIVE DIRECTOR","VARIETY MAGAZINE","Media"
"Katie Konans","27","AUDIO STORYTELLING LEAD","NASA","Media"
"Morgan Lavoie","28","COFOUNDER","MONEY NEWS NETWORK","Media"
"Elazar Sontag","25","RESTAURANT EDITOR","BON APPÃTIT","Media"
"Jade Watson","27","FOUNDER","SICKBIRD PRODUCTIONS","Media"
"Juliana Martins","26","FOUNDER","ELEVEN11 MEDIA RELATIONS","Media"
"Mya-Breyana Morton","25","COFOUNDER","UNCONSCIOUS MEDIA","Media"
"Paula Ngon","28","SENIOR GLOBAL COMMUNICATIONS MANAGER","CONDÃ NAST","Media"
"William ""Billy"" Carney, Max Frost, Max Towey","28, 29, 27","COFOUNDERS","ROCANEWS","Media"
"Sav Rodgers","28","FOUNDER","TRANSGENDER FILM CENTER","Media"
"Gianluca Russo","26","AUTHOR","","Media"
"Anamaria Sayre","24","PODCAST HOST","NPR","Media"
"Claudia Laurie, Madison McIlwain","27, 27","COFOUNDERS","THE ROOM PODCAST","Media"
"Latto","24","RAPPER","","Music"
"Gracie Abrams","24","MUSICIAN","","Music"
"Lucas Barbosa","29","LABEL LEAD","RIMAS ENTERTAINMENT","Music"
"Andre Benz","26","FOUNDER","THE NATIONS","Music"
"Bktherula","21","RAPPER","","Music"
"Julien Baker, Phoebe Bridgers, Lucy Dacus","28, 29, 28","MUSICIANS","BOYGENIUS","Music"
"Ethel Cain","25","MUSICIAN","","Music"
"Shelby Durkin","25","BRAND PARTNERSHIPS MANAGER","SALXCO","Music"
"Dominic Fike","27","MUSICIAN","","Music"
"John Geraghty","29","COFOUNDER","ROGUE.","Music"
"ReneÃ© Rapp","23","MUSICIAN","","Music"
"KBeaZy","22","PRODUCER","","Music"
"David Greenstein","29","COFOUNDER","SOUND.XYZ","Music"
"Jasper Harris","25","PRODUCER","","Music"
"Alec Karageorges","29","MUSIC PARTNERSHIPS MANAGER","TIKTOK","Music"
"Ranya Khoury","29","U.S. STREAMING DIRECTOR","SPINNIN' RECORDS","Music"
"Steve Lacy","25","MUSICIAN","","Music"
"Laura Les","28","MUSICIAN","","Music"
"Kristina London","27","FOUNDER","AMPLIFY HER VOICE","Music"
"Madison Love","28","SONGWRITER","","Music"
"Peso Pluma","24","MUSICIAN","","Music"
"Ice Spice","23","RAPPER","","Music"
"Lizzy McAlpine","24","MUSICIAN","","Music"
"Megan Moroney","26","MUSICIAN","","Music"
"Julie Nguyen","28","ARTIST MANAGER","JET MANAGEMENT","Music"
"Trippie Redd","24","RAPPER","","Music"
"John Summit","29","DJ","","Music"
