Name,Age,Title,Company,Category
Mary Elizabeth Taylor,28,Special Assistant to the President,The White House,Law & Policy
Michael Tubbs,27,Mayor,City of Stockton,Law & Policy
Kevin Wang,23,Founder,"FOSSA, Inc.",Law & Policy
Heather Weiner,28,Associate General Counsel,Office of the Governor of Illinois,Law & Policy
Jason Willick,24,Assistant Editorial Features Editor,The Wall Street Journal,Law & Policy
Robert Davis,27,Cofounders,"Aspetto, Inc.",Manufacturing & Industry
Abbas Haider,28,Cofounders,"Aspetto, Inc.",Manufacturing & Industry
Rachel Benyola,29,Founder,AnneeLondon,Manufacturing & Industry
Aaron Birt,27,Cofounder,Kinetic Batteries,Manufacturing & Industry
Miriam Brafman,26,Founder,Packlane,Manufacturing & Industry
Ryan Chan,26,Founder,UpKeep,Manufacturing & Industry
Jemuel Joseph,24,Cofounders,Cover Technologies,Manufacturing & Industry
Alexis Rivas,24,Cofounders,Cover Technologies,Manufacturing & Industry
Karen Dubbin,28,Science Director,Aether,Manufacturing & Industry
Michael Eilers,29,Digital Thread Leader,GE Aviation,Manufacturing & Industry
Dave Evans,29,Cofounder,Fictiv,Manufacturing & Industry
Jeff Herman,29,Cofounders,Fabric8Labs,Manufacturing & Industry
David Pain,28,Cofounders,Fabric8Labs,Manufacturing & Industry
Aaron Guan,28,Founder,BOCO Technology Inc.,Manufacturing & Industry
Tance Hughes,27,Founder,Southern Designs,Manufacturing & Industry
Jesse Dombrowiak,29,Cofounders,Indie Source,Manufacturing & Industry
Zack Hurley,29,Cofounders,Indie Source,Manufacturing & Industry
Rustom Jehangir,29,Founder,Blue Robotics Inc.,Manufacturing & Industry
Daisy Jing,28,Founder,Banish,Manufacturing & Industry
Brent Keller,28,Cofounder,Via Separations,Manufacturing & Industry
Sly Lee,28,Cofounder,Emerge,Manufacturing & Industry
Tyler McNaney,25,Founder,Filabot,Manufacturing & Industry
David Ouaknine,27,CEO,CDI Furniture,Manufacturing & Industry
Daehee Park,29,Cofounder,Tuft & Needle,Manufacturing & Industry
Corinne Prevot,26,Founder,Skida Headwear & Accessories,Manufacturing & Industry
Isaac Rami,28,Founder,Karity,Manufacturing & Industry
Austin Russell,22,Founder,Luminar,Manufacturing & Industry
James Cao,25,Cofounders,Skelmet,Manufacturing & Industry
Rain Wang,28,Cofounders,Skelmet,Manufacturing & Industry
Stefan Seltz-Axmacher,28,Cofounders,Starsky Robotics,Manufacturing & Industry
Kartik Tiwari,29,Cofounders,Starsky Robotics,Manufacturing & Industry
Jacob Boudreau,20,Cofounders,STORD,Manufacturing & Industry
Sean Henry,21,Cofounders,STORD,Manufacturing & Industry
Abraham Espinoza,25,Cofounders,SwineTech,Manufacturing & Industry
Matthew Rooda,24,Cofounders,SwineTech,Manufacturing & Industry
Mike Tomovich,28,Cofounder,Kuvee,Manufacturing & Industry
You Wu,27,Cofounder,Pipeguard Robotics,Manufacturing & Industry
Brunno Attorre,28,Cofounder,Uru,Marketing & Advertising
Travis Chambers,29,Founder,Chamber.Media,Marketing & Advertising
Shirley Chen,29,Founder,Narrativ,Marketing & Advertising
Melanie Cohn,29,Senior Manager,"Digital & Social Media, Dunkin' Donuts",Marketing & Advertising
Benjamin Conway,29,Cofounder,VNTANA,Marketing & Advertising
Jenelle Coy,25,Founder,Coy +,Marketing & Advertising
William Danilow,26,Senior Copywriter,David&Goliath,Marketing & Advertising
Corbett Drummey,27,Cofounder,Popular Pays,Marketing & Advertising
Adam Friedman,28,Executive,"Global Client Strategy, Creative Artists Agency",Marketing & Advertising
Maxxie Goldstein,26,Cofounder,MEYVYN,Marketing & Advertising
Stephan Goss,29,Cofounder,Zeeto,Marketing & Advertising
Anna Hu,26,Cofounder,Brizi,Marketing & Advertising
Amir Kabbara,29,Head of Marketing Automation,"Amazon Appstore, Amazon",Marketing & Advertising
Jeff Lopez,27,Founder,Gloob Marketing,Marketing & Advertising
Allen Mask,29,Vice President of Marketing,"Intelligence and Partnerships, Sonos",Marketing & Advertising
Rachel Mercer,29,SVP,"Head of Digital Strategy and Invention, Deutsch",Marketing & Advertising
rineau,29,Cofounder,Heyday.ai,Marketing & Advertising
Colby Reed Miller,29,Senior Director,"Sales and Content Development, Oath",Marketing & Advertising
Eric Mogil,28,Director of Digital Innovation,Michael Kors,Marketing & Advertising
Thea Neal,29,Social Media Leader,Hallmark,Marketing & Advertising
Colette Patnaude,29,Cofounder,Expand Entertainment,Marketing & Advertising
Alandha Scott,28,Head of YouTube Originals Product Marketing,YouTube,Marketing & Advertising
Mark Shore,28,Cofounder,Strike Social,Marketing & Advertising
Sara Sindelar,29,WW Event Strategy Manager,IBM,Marketing & Advertising
Everette Taylor,28,Founder,PopSocial,Marketing & Advertising
Elizabeth Walton,29,Vice President,"Marketing, Yext",Marketing & Advertising
Marlowe Williams,29,Senior Brand Manager,Pepsi,Marketing & Advertising
Jennifer Wong,29,Vice President of Marketing,Tune,Marketing & Advertising
Nina Yiamsamatha,29,Product Marketing Manager,Instagram,Marketing & Advertising
Emma Allen,29,Cartoon editor,New Yorker,Media
Erin Lee Carr,29,Filmmaker,,Media
Marley Dias,13,Founder,#1000blackgirlbooks,Media
Sky Dylan-Robbins,28,Founder,The Video Consortium,Media
Aaron Edwards,26,Special projects editor,The Outline,Media
Caroline Fairchild,28,Managing news editor,LinkedIn,Media
Cooper Hefner,26,Chief creative officer,Playboy Enterprises,Media
Windsor Hanger Western,29,Stephanie Kaplan Lewis,29;,Media
Jazmine Hughes,26,Associate editor,New York Times Magazine,Media
Andrew Kaczynski,28,Senior editor,"KFile, CNN",Media
Rupi Kaur,25,Author,,Media
Khaled Khatib,21,Cinematographer,The White Helmets,Media
Benny Luo,29,Founder,NextShark,Media
