category,name,age,title
"marketing-advertising","Georgia Austin","28","FOUNDER, WORDBREW"
"marketing-advertising","Brennen Bliss","26","FOUNDER, PROPELLIC"
"marketing-advertising","Donny Brock","28","MARKETING DESIGN MANAGER, SEATTLE SEAHAWKS"
"marketing-advertising","Terenze Coleman","29","IP MARKETING LEAD, MUSICOW"
"marketing-advertising","Alexandra Cooney","29","SENIOR DIRECTOR, BRAND PARTNERSHIPS, CONDE NAST"
"marketing-advertising","Bianca Fernandez","28","HEAD OF BRAND ENGAGEMENT, PERSONAL DAY"
"marketing-advertising","Olivia Ferney","25","CMO, TOP TIER TRAVEL"
"marketing-advertising","Kiersten Barbara, Quinn McCormick","28, 25","COFOUNDERS, RHEA CREATIVE"
"marketing-advertising","Christy Lee","26","FOUNDER, SEVENTH HOUSE MARKETING"
"marketing-advertising","Molly Hall","28","FOUNDER, VAN ETTEN"
"marketing-advertising","Lauren Huttner","23","FOUNDER, PEBBLE"
"marketing-advertising","Kaitlin Kahler","26","COFOUNDER, PARTNERSMARTER"
"marketing-advertising","Brooke McGee","28","FOUNDER, STUDIO JUNE"
"marketing-advertising","Alexandra McInnis","29","PRESIDENT, MURDER HORNET"
"marketing-advertising","JohnGabriel Nguyen-Truong","22","FOUNDER, XPHERA"
"marketing-advertising","Allen Ortega","28","VP, MARKETING, REMEDY SCIENCE"
"marketing-advertising","Natalie Barbu, Natacha Bomparte, Connor Boyce, Nick Kane","29, 26, 27, 27","COFOUNDERS, RELLA"
"marketing-advertising","Scott Lloyd","29","DIRECTOR, GROWTH, SKIMS"
"marketing-advertising","Sydney Thomas","29","DIRECTOR, BRAND MARKETING, BEIS"
"marketing-advertising","Mary Grace Scully","28","HEAD OF MARKETING, LOCKER"
"marketing-advertising","Jack Sloane","23","STRATEGIC TALENT & COLLABORATION MANAGER, LA KINGS"
"marketing-advertising","Audrey Steele","26","FOUNDER, STEELE PR"
"marketing-advertising","Jordan Davis, Noah Palansky","28, 29","COFOUNDERS, TAIV"
"marketing-advertising","Brennan Tobin","28","FOUNDER, ODDDUCK MARKETING GROUP"
"marketing-advertising","Jen Yuan","29","COFOUNDER, VIEW SOURCE"
"marketing-advertising","Nima Zaribaf","29","GLOBAL SVP, BRAND & COMMUNICATIONS, AMIRI"
"venture-capital","Devon Gethers, Karlton Haney","29, 27","COFOUNDERS, MERIDIAN VENTURES"
"venture-capital","Cici Bellis","26","FOUNDER, CARTAN CAPITAL"
"venture-capital","Eunice Ajim","29","FOUNDING PARTNER, AJIM CAPITAL"
"venture-capital","Eugenia Bejar","29","VICE PRESIDENT, INSIGHT PARTNERS"
"venture-capital","Tanner Bhonslay","26","PARTNER, MERITECH CAPITAL"
"venture-capital","Jonathan Chang","27","FOUNDER, DAYDREAM VENTURES"
"venture-capital","Hassan Chaudhry","29","VICE PRESIDENT, BLACKROCK"
"venture-capital","Kevin Costa","27","FOUNDER, BELIEF CAPITAL"
"venture-capital","Baheejah Crumbley","29","SENIOR INVESTOR, COLLAB CAPITAL"
"venture-capital","James Detweiler","29","PARTNER, FELICIS"
"venture-capital","Manmeet Gujral","29","VICE PRESIDENT, CAPITALG"
"venture-capital","Sophia Luo","27","PARTNER, GREYLOCK"
"venture-capital","Divya Dhulipala","29","PRINCIPAL, HAYSTACK"
"venture-capital","James Flynn","25","PARTNER, SEQUOIA CAPITAL"
"venture-capital","Maddie Hilal","29","VICE PRESIDENT, OAK HC/FT"
"venture-capital","Vinay Iyengar","29","FOUNDER AND MANAGING PARTNER, ANANSI CAPITAL"
"venture-capital","Caie Kelley","29","PARTNER, LOWERCARBON CAPITAL"
"venture-capital","Ryan Koh","29","PRINCIPAL, ICONIQ"
"venture-capital","Yuan Han Li","26","PARTNER, BLOCKCHAIN CAPITAL"
"venture-capital","Grace Ma","29","INVESTOR, BESSEMER VENTURE PARTNERS"
"venture-capital","Abby Meyers","28","PARTNER, BAIN CAPITAL VENTURES"
"venture-capital","Brian Zhan","29","PARTNER, STRIKER VENTURE PARTNERS"
"venture-capital","Saveena Mandadi","28","PRINCIPAL INVESTOR, MANTIS VC"
"venture-capital","John Matheson","24","INVESTOR, ACTIVANT CAPITAL"
"venture-capital","Sage Nye","26","COFOUNDER, VENTURE GUIDES"
"venture-capital","Jemimah Orevaoghene","29","DIRECTOR OF INCLUSIVE AND SUSTAINABLE VENTURES, MORGAN STANLEY"
"venture-capital","Marlon Primous","29","SENIOR ASSOCIATE, 776"
"venture-capital","Katie Vasquez","27","INVESTOR, CALIBRATE VENTURES"
"venture-capital","David Waltcher","29","PRINCIPAL, FIRSTMARK"
"venture-capital","Erica Wenger","28","FOUNDER, PARK RANGERS CAPITAL"
