Name,Age,Title,Company,Category
Daria Rebenok,28,Cofounders,Grabr,Consumer Technology
Henry Hu,24,Cofounder,Cafe X,Consumer Technology
Conrad Irwin,29,Cofounder,Superhuman,Consumer Technology
Paul Kats,29,Cofounder,Vyng,Consumer Technology
Ankit Kumar,25,Cofounder,Ubiquity6,Consumer Technology
Adrian Lam,25,Cofounder,Domio,Consumer Technology
Rob Lehman,29,Chief Growth Officer,Compass,Consumer Technology
Siqi Mou,29,Cofounder,HelloAva,Consumer Technology
Nick Droege,27,Cofounders,Noonlight,Consumer Technology
Zach Winkler,27,Cofounders,Noonlight,Consumer Technology
Elyse Propis,28,Operations Lead,Uber Eats,Consumer Technology
Kyle Rand,26,Cofounder,Rendever,Consumer Technology
Manny Bamfo,29,Will Johnson,28;,Consumer Technology
Aliza Rosen,27,Senior Product Manager,Twitter,Consumer Technology
James Ruben,24,Director of Product,HQ Trivia,Consumer Technology
Michael Sayman,22,Product Lead,Google,Consumer Technology
Sascha Scheider,26,Cofounder,Plotaverse,Consumer Technology
Hemal Shah,28,Product Manager,Instagram,Consumer Technology
Henry Shi,26,Cofounder,SnapTravel,Consumer Technology
Obi Omile Jr.,26,Cofounders,theCut,Consumer Technology
Kush Patel,26,Cofounders,theCut,Consumer Technology
Carolyn Witte,28,Cofounders,Tia,Consumer Technology
Felicity Yost,28,Cofounders,Tia,Consumer Technology
Alfonso Cobo,26,Cofounders,Unfold,Consumer Technology
Andy McCune,23,Cofounders,Unfold,Consumer Technology
Anna Wan,28,General Manager,Bird,Consumer Technology
Yury Yakubchyk,27,Cofounder,Life House,Consumer Technology
Sanil Chawla,18,Founder,Hack+,Education
Dianna Cowern,29,Founder,Physics Girl,Education
Tressa Cunningham,25,Director,"Sanford Education Programs, Long Island University",Education
Emilie Cushman,28,Founder,Kira Talent,Education
Neha Dalal,23,Program and operations coordinator,The Institute for College Access & Success,Education
Gemma Busoni,20,Cofounders,Discovr Labs,Education
Josh Maldonado,26,Cofounders,Discovr Labs,Education
Abigail Harrison,21,Cofounder,The Mars Generation,Education
Ruby Lee,26,Cofounders,Juni Learning,Education
Vivian Shen,26,Cofounders,Juni Learning,Education
Rebecca Kantar,26,Founder,Imbellus,Education
Grechen Huebner,28,Cofounders,Kodable,Education
Jon Mattingly,28,Cofounders,Kodable,Education
Jana Landon,28,HBCU Outreach Specialist,Google,Education
Zeph Chang,21,Cofounders,Lumos Debate,Education
Jessica Sun,19,Cofounders,Lumos Debate,Education
Vanessa Luna,27,Cofounder,ImmSchools,Education
Ashutosh Desai,26,Cofounders,Make School,Education
Jeremy Rossmann,27,Cofounders,Make School,Education
Tyler Menezes,26,Cofounder,SRND,Education
Jackson Boyar,29,Cofounders,Mentor Collective,Education
James Morrissey,28,Cofounders,Mentor Collective,Education
Ankur Nagpal,29,Founder,Teachable,Education
Sean Newman Maroni,26,Founder,Betabox,Education
Viet Nguyen,23,Cofounder,EdMobilizer,Education
Sally Nuamah,29,Professor,Duke University,Education
Ipek Bakir,28,Program Analysts,Overdeck Family Foundation,Education
Stephanie Sharp,28,Program Analysts,Overdeck Family Foundation,Education
Derrick Mar,24,Cofounders,Pathrise,Education
Kevin Wu,23,Cofounders,Pathrise,Education
Shad Chowdhury,26,Cofounders,PremedHQ,Education
Abhishek Kumar,29,Cofounders,PremedHQ,Education
Naguib Sawiris,26,Founder,Yup,Education
Joseph Alim,24,Francisco Calderon,26;,Education
Saud Siddiqui,29,Cofounder,SketchyMedical,Education
Luke Sophinos,24,Founder,CourseKey,Education
Karlos Marshall,27,Cofounders,The Conscious Connect,Education
Moses Mbeseha,28,Cofounders,The Conscious Connect,Education
Jake Millar,23,Cofounders,Unfiltered,Education
Yuuki Ogino,23,Cofounders,Unfiltered,Education
Apoorv Bhargava,29,Cofounder,Weave Grid,Energy
Meghana Bollimpalli,17,Inventor,,Energy
Cao,27,Ph.D. Student,Cornell University,Energy
Nathalie Capati,29,Senior Manager,"Battery Systems, SF Motors",Energy
Carter Chang,28,Head of Strategic Planning,"solar products, Tesla",Energy
Lin Chen,29,Founder,Beltech,Energy
Po Jui Chiu,28,Cofounder,BioInspira,Energy
Chris Davlantes,25,Founder,Reach Labs,Energy
Phil De Luna,26,Founder,CERT Technologies,Energy
Troy Demmer,28,Cofounder,Gecko Robotics,Energy
Anna Douglas,26,Cofounder,SkyNano,Energy
Andrew Gilligan,29,VP of Development,Sol Systems,Energy
Spencer Gore,26,Founder,Impossible Aerospace,Energy
Nicholas Houchois,22,Founder,Hearth Labs,Energy
Adam James,28,Founder,Clean Energy Leadership Institute,Energy
Joel Jean,29,Cofounder,Swift Solar,Energy
Daniel Kroupa,29,Innovation Research Fellow,University of Washington,Energy
Ryan Laemel,26,Senior Associate,Rocky Mountain Institute,Energy
Tim Latimer,29,Cofounder,Fervo Energy,Energy
Jon McKay,27,Cofounder,Nanogrid,Energy
Raj Mistry,26,Cofounder,Lynx Resource Partners,Energy
Kishor Nayar,27,Founder,Rengen Technologies,Energy
Seth Neel,25,Cofounder,Welligence,Energy
Megan O'Connor,28,Cofounder,Nth Cycle,Energy
Dhruvik Parikh,18,Undergraduate Student,Stanford University,Energy
Christian Kladzyk,22,Viviane Nguyen,22;,Energy
Thomas Russell,25,Cofounder,ETC Solar,Energy
Sunny Sanwar,28,Founder,Verd2GO,Energy
Austin Sendek,28,Founder,AIONICS,Energy
Shubham Goel,24,Cofounders,Affinity,Enterprise Technology
Ray Zhou,24,Cofounders,Affinity,Enterprise Technology
George Avetisov,28,Cofounder,HYPR,Enterprise Technology
Joy Buolamwini,28,Founder,Algorithmic Justice League,Enterprise Technology
Nick Bushak,29,Cofounder,ZenSourcer,Enterprise Technology
Alex Canter,26,Cofounder,Ordermark,Enterprise Technology
Kevin Chiu,27,Cofounder,Catalyst Software,Enterprise Technology
Lillian Chou,29,Cofounder,Second Measure,Enterprise Technology
Joe Davy,29,Cofounder,Banzai,Enterprise Technology
Alexander Kern,24,Cofounders,Distributed Systems,Enterprise Technology
Nikhil Srinivasan,25,Cofounders,Distributed Systems,Enterprise Technology
Keno Fischer,23,Cofounder,Julia Computing,Enterprise Technology
Sami Ghoche,24,Cofounders,Forethought,Enterprise Technology
Deon Nicholas,25,Cofounders,Forethought,Enterprise Technology
Amelia Friedman,26,Cofounder,Hatch Apps,Enterprise Technology
Arthur Hong,27,Cofounder,Zenrez,Enterprise Technology
Michael Kanaan,29,Enterprise Lead,"AI & ML, United States Air Force",Enterprise Technology
Mark Kilpatrick,29,Cofounder,Urban FT,Enterprise Technology
Dan Rasmuson,25,Brian Rieger,29;,Enterprise Technology
Jack Altman,29,Cofounders,Lattice,Enterprise Technology
Eric Koslow,28,Cofounders,Lattice,Enterprise Technology
Jessica Liu,27,Engineering Manager,Figma,Enterprise Technology
James Nishiyama Finucane,27,Gregory Rockson,27;,Enterprise Technology
Marty Hu,28,Cofounders,Prodigy,Enterprise Technology
Michia Rohrssen,29,Cofounders,Prodigy,Enterprise Technology
Nate Baker,26,Joel Gottsegen,26;,Enterprise Technology
Alexandre Rebert,28,Cofounder,ForAllSecure,Enterprise Technology
Keith Ryu,27,Cofounder,Fountain,Enterprise Technology
Natalie Abeysena,24,Cofounders,ScopeAI,Enterprise Technology
Luciano Arango,24,Cofounders,ScopeAI,Enterprise Technology
Brian Liston,26,Cofounders,Seed CX,Enterprise Technology
Edward Woodford,25,Cofounders,Seed CX,Enterprise Technology
Lauren Smith,29,Head of Strategy,Foursquare,Enterprise Technology
Abby Speicher,28,Cofounder,DARTdrones,Enterprise Technology
Ryan Sandler,26,Cofounders,Truework,Enterprise Technology
Ethan Winchell,26,Cofounders,Truework,Enterprise Technology
Langston Whitlock,16,Cofounder,SAFETRIP,Enterprise Technology
Michelle Arbov,28,Vice President,IAC,Finance
Christine Boyd,28,Associate,Apollo Global Management,Finance
Henrique Dubugras,23,Cofounders,Brex,Finance
Pedro Franceschi,22,Cofounders,Brex,Finance
Jeff Butler,27,Investment Analyst,Viking Global Investors,Finance
Leah Cohen-Shohet,28,Vice President,Symphony,Finance
Cole Diamond,27,Portfolio Manager,Millennium Management,Finance
Erica Dorfman,29,Head of Finance & Operations,Tally Technologies,Finance
Daniel Hochman,29,Investment Associate,Bridgewater Associates,Finance
Hunter Horsley,28,CEO,Bitwise Asset Management,Finance
Loek Janssen,29,Cofounder,Nova Credit,Finance
Charlie Javice,26,Founder,Frank,Finance
Richard Lee,29,Head of Systematic Engineering,BlueMountain Capital,Finance
Peter Maa,28,Managing Director,Pointstate Capital,Finance
Lakshya Madhok,29,Vice President,Bain Capital,Finance
Steven Marangos,29,Senior Associate,Blackstone,Finance
Olaoluwa Osuntokun,25,CTO,Lightning Labs,Finance
Becky Painter,27,Portfolio Manager,Fidelity Investments,Finance
Anish Pathipati,29,Director,North Island,Finance
Akash Pradhan,29,Vice President,TPG,Finance
Katherine Relle,29,Vice President,J.P. Morgan,Finance
JB Rubinovitz,26,Cofounder,Bail Bloc,Finance
Mikko Salovaara,26,CFO,"U.S. Zone, Kraft Heinz Company",Finance
Kyle Samani,28,Managing Partner,Multicoin Capital,Finance
Meagan Speight,29,Investment Analyst,Empyrean Capital Partners,Finance
Samantha Whitmore,27,Head of Engineering,Kensho Technologies,Finance
Laura Wong Hon Chan,29,Vice President,Bank of America Merrill Lynch,Finance
Linda Xie,27,Managing Director,Scalar Capital,Finance
Jordan Zarrilli,29,Vice President,Goldman Sachs,Finance
David Zhang,28,Principal,Silver Lake Partners,Finance
Komal Ahmad,28,Founder,Copia,Food & Drink
Nizar Ahmad,27,Cofounder,Pincho Factory,Food & Drink
Tyler Benson,29,Co-CEO,Galley Group,Food & Drink
Ryan Chen,29,Cofounder,NeuroGum,Food & Drink
Daniel Churchill,29,Cofounder,Charley St,Food & Drink
Amy Rothstein,29,Cofounders,Dona Chai,Food & Drink
Peter Rothstein,26,Cofounders,Dona Chai,Food & Drink
Derek Feldman,29,Founder,Uchu Hospitality,Food & Drink
Jonah Freedman,25,Owner,Freedman's,Food & Drink
Maya French,28,Cofounder,Koia,Food & Drink
Rachel Geicke,26,Cofounder,Snow Monkey,Food & Drink
Maddy Moelis,27,Cofounders,Great Jones,Food & Drink
Sierra Tishgart,28,Cofounders,Great Jones,Food & Drink
Greg Grossman,23,Cofounder,Kettlebell Kitchen,Food & Drink
Ross Harrow,29,Cofounder,Flour Shop,Food & Drink
Eugene Kang,29,Cofounder,Country Archer Jerky Co.,Food & Drink
Daniel Katz,22,Founder,No Cow,Food & Drink
Clare de Boer,29,Partners,King Restaurant,Food & Drink
Annie Shi,28,Partners,King Restaurant,Food & Drink
Jake DeCicco,25,Jim DeCicco,26;,Food & Drink
Allison Kopf,29,Founder,Agrilyst,Food & Drink
Anchal Lamba,28,President,Gong Cha Tea,Food & Drink
Kevin Gelfand,29,Cofounders,Shake Smart,Food & Drink
Martin Reiman,29,Cofounders,Shake Smart,Food & Drink
Michael Farid,26,Brady Knight,24;,Food & Drink
Carly Stein,27,Founder,Beekeeper's Naturals,Food & Drink
Abby Taylor,29,Cofounder,Playa Bowls,Food & Drink
Blake Tomnitz,29,Cofounder,Five Boroughs Brewing Co.,Food & Drink
Molly Troupe,29,Master Distiller,Freeland Spirits,Food & Drink
Jerome Tse,28,Founder,Berri Fit,Food & Drink
George Turkette,27,Founder,Turchetti's Salumeria,Food & Drink
Jonathan Yao,26,Chef,Kato,Food & Drink
Marco Zappia,26,Beverage Director,Martina's,Food & Drink
Tyler Blevins,27,Streamer,Ninja,Games
Sam Braithwaite,29,Senior Global Esports Franchise Lead,Blizzard Entertainment,Games
Gabby DaRienzo,29,Cofounder,Laundry Bear Games,Games
Ashley Deese,29,Manager of Digital Media,Smithsonian Institution,Games
Ross Finman,28,AR Research Lead,Niantic Labs,Games
Daniel Fornace,29,Designer,,Games
Tim Gettys,29,Cofounder,Kinda Funny Games,Games
Kate Gorman,28,Founder,Fort Mason Games,Games
Riley Gravatt,29,Co-owner,System Era Softworks,Games
Brianna Lei,24,Designer,,Games
Greg Lobanov,26,Designer,,Games
Richard Ludlow,28,Cofounder,Hexany Audio,Games
Delane Parnell,26,Founder,PlayVS,Games
Yiliang Peng,25,Professional Gamer,Team Liquid,Games
Julian Quijano,28,Founder,Beautiful Glitch,Games
Evan Banyash,22,Cofounders,Rainway,Games
Andrew Sampson,23,Cofounders,Rainway,Games
Shilpa Rao,29,Senior Manager,"Content Acquisition, Twitch",Games
Fabian Rastorfer,27,Founder,Fabraz,Games
Seven Siegel,29,Executive Director,Global Game Jam Inc.,Games
Will Stahl,27,Cofounder,Offworld Industries,Games
Johan Sundstein,25,Cofounder,OG,Games
Jimmy Tang,28,Senior Manager,"Strategy & Finance, Twitch",Games
Ty Taylor,29,Founder,The Quantum Astrophysicists Guild,Games
Arvi Teikari,26,Designer,,Games
Justin Warden,24,Cofounder,Ader,Games
Lauren Williams,22,Professional Gamer,Cloud9,Games
Aileena Xu,25,President of Esports,TSM,Games
Jacky Yip,20,Professional Gamer,MIBR,Games
Jason Zimmerman,29,Professional Gamer,Most Valuable Gaming,Games
Catherine Freije,27,Researchers,"Broad Institute, Harvard-MIT",Healthcare
Cameron Myhrvold,29,Researchers,"Broad Institute, Harvard-MIT",Healthcare
Nathanael Ren,29,Cofounders,Buoy Health,Healthcare
Eddie Reyes,28,Cofounders,Buoy Health,Healthcare
Marinna Madrid,28,Nabiha Saklayen,29;,Healthcare
Fei Chen,28,Principal Investigator,"Broad Institute, Harvard-MIT",Healthcare
Anna Chif,29,Cofounder,Dialogue,Healthcare
Tyler Clites,28,Postdoctoral associate,Massachusetts Institute of Technology,Healthcare
Joshua Cohen,28,M.D.-Ph.D. candidate,Johns Hopkins University,Healthcare
Connor Coley,24,Ph.D. candidate,Massachusetts Institute of Technology,Healthcare
Cecilia Corral,28,Cofounder,CareMessage,Healthcare
Cheryl Cui,28,Cofounder,Nest.Bio,Healthcare
Abdullah Feroze,29,Neurosurgical resident,Seattle Children’s Hospital,Healthcare
Eric Frieman,27,Cofounder,VFR Healthcare,Healthcare
Adegoke Olubusi,25,Tito Ovia,25;,Healthcare
Inmaculada Hernandez,28,Assistant professor,University of Pittsburgh,Healthcare
Shinjini Kundu,28,Resident physician and medical researcher,University of Pittsburgh,Healthcare
Kyle Loh,25,Assistant professor,Stanford University,Healthcare
Janice Chen,27,Lucas Harrington,27;,Healthcare
Nohemie Mawaka,27,Founder,Stats Congo,Healthcare
Alexei Mlodinow,28,Cofounder,Surgical Innovation Associates,Healthcare
Dennis Grishin,28,Cofounders,Nebula Genomics,Healthcare
Kamal Obbad,24,Cofounders,Nebula Genomics,Healthcare
Stephanie Papes,28,Cofounder,Boulder Care,Healthcare
Trang Duong,23,Henry Iseman,22;,Healthcare
Nathan Buchbinder,25,Coleman Stavish,24;,Healthcare
Alex Salter,29,M.D.-Ph.D. candidate,Fred Hutchinson Cancer Research Center,Healthcare
Sukrit Silas,29,Cofounder,BillionToOne,Healthcare
Erin Smith,18,Founder,FacePrint,Healthcare
Raja Srinivas,29,Cofounder,Asimov,Healthcare
Johannes Birgmeier,28,Ph.D. candidates,Stanford University,Healthcare
Karthik Jagadeesh,29,Ph.D. candidates,Stanford University,Healthcare
Joy Wolfram,29,Assistant professor,Mayo Clinic,Healthcare
Rachel Brosnahan,28,Actor,Producer,Hollywood & Entertainment
Corey Camperchioli,29,Actor,"Producer, Writer",Hollywood & Entertainment
Sammi Cannold,24,Director,,Hollywood & Entertainment
Aneesh Chaganty,27,Director,Writer,Hollywood & Entertainment
Timothee Chalamet,22,Actor,,Hollywood & Entertainment
Jack Davis,27,Founder,Crypt TV,Hollywood & Entertainment
Tara Dorfman,29,Agent,Creative Artists Agency,Hollywood & Entertainment
Dominique Fishback,27,Actor,,Hollywood & Entertainment
Elsie Fisher,15,Actor,,Hollywood & Entertainment
Andrew Kortschak,28,Cofounder,End Cue,Hollywood & Entertainment
Liza Koshy,22,Digital Star,,Hollywood & Entertainment
Alyssa Lanz,28,Agent,United Talent Agency,Hollywood & Entertainment
Jacob Latimore,22,Actor,,Hollywood & Entertainment
Kiki Layne,26,Actor,,Hollywood & Entertainment
Olivia Milch,29,Director,"Producer, Writer",Hollywood & Entertainment
Michael Ratner,29,Founder,OBB Pictures,Hollywood & Entertainment
Storm Reid,15,Actor,,Hollywood & Entertainment
Nick Robinson,23,Actor,,Hollywood & Entertainment
Zoe Rogovin,29,Vice President,"Development, Bravo",Hollywood & Entertainment
Brittney Segal,28,Director,"Original Series, Netflix",Hollywood & Entertainment
Quinn Shephard,23,Actor,"Director, Writer",Hollywood & Entertainment
Tye Sheridan,22,Actor,,Hollywood & Entertainment
Christopher Slager,29,Senior Associate,Endeavor Content,Hollywood & Entertainment
Ryan Jamaal Swain,24,Actor,,Hollywood & Entertainment
Brett Beauliue-Jones,29,Jeff Impey,29;,Hollywood & Entertainment
Josie Totah,17,Actor,"Writer, Producer",Hollywood & Entertainment
Kelly Marie Tran,29,Actor,,Hollywood & Entertainment
Natalie Laine Williams,28,Executive,Makeready,Hollywood & Entertainment
Bowen Yang,28,Comedian,Writer,Hollywood & Entertainment
Lauren Blodgett,29,Immigration Attorney,Safe Passage Project,Law & Policy
Emerson Brooking,29,Author,LikeWar: The Weaponization of Social Media,Law & Policy
Kyle Canchola,29,Associate,Fenwick & West,Law & Policy
Nicholas Cortes,29,Cofounder,Atrium,Law & Policy
David Dorfman,25,Legal Counsel,"U.S. House of Representatives, Ranking Member of Foreign Affairs Subcommittee on Asia",Law & Policy
Olivia Ensign,28,Staff Attorney,American Civil Liberties Union Capital Punishment Project,Law & Policy
Amine Anoun,25,Jake Sussman,24;,Law & Policy
Sara Itucas,29,Cofounder,Legalpad,Law & Policy
Jewell Jones,23,State Representative,Michigan House of Representatives,Law & Policy
Cory Liu,28,Assistant General Counsel,Office of the Governor of Texas,Law & Policy
Daniel Loveland,29,Counsel to the Deputy Attorney General,U.S. Department of Justice,Law & Policy
David Marella,29,Associate,Gibbons P.C.,Law & Policy
Michelle Mbekeani,29,Policy Advisor,Cook County State's Attorney's Office,Law & Policy
Adele McClure,29,Policy Director,Office of the Lt. Governor of Virginia,Law & Policy
Sean Mirski,29,Former Clerk,U.S. Supreme Court,Law & Policy
Alex Morse,29,Mayor,"City of Holyoke, MA",Law & Policy
Lauren Moxley,28,Associate,Covington & Burling,Law & Policy
Emma Gonzalez,19,Cofounders,Never Again MSD,Law & Policy
David Hogg,18,Cofounders,Never Again MSD,Law & Policy
Alexandria Ocasio-Cortez,29,Democratic Nominee,US House of Representatives,Law & Policy
Jonathan Padilla,29,Cofounder,Karakul,Law & Policy
Jena Powell,24,Representative,Ohio State House of Representatives,Law & Policy
Shermichael Singleton,28,Contributing Host,Vox Media,Law & Policy
Kelsey Skaggs,29,Cofounder,Climate Defense Project,Law & Policy
Abe Sutton,26,Adviser to Secretary for Value-Based Reform,U.S. Department of Health and Human Services,Law & Policy
Rushi Talati,29,#ForbesUnder30,,Law & Policy
John Tass-Parker,29,Head of Politics and Government,Instagram,Law & Policy
Esther Tetruashvily,29,Foreign Service Officer,U.S. Department of State,Law & Policy
Carlos Vera,24,Founder,Pay Our Interns,Law & Policy
Christopher Wylie,29,Former Director of Research,Cambridge Analytica,Law & Policy
Mallorie Brodie,27,Cofounders,Bridgit,Manufacturing & Industry
Lauren Lake,26,Cofounders,Bridgit,Manufacturing & Industry
Tom Burden,28,Founder,Grypmat,Manufacturing & Industry
Keysha Camps,28,Autonomous Vehicle Program Engineering Manager,General Motors,Manufacturing & Industry
Lilla Cosgrove,28,Cofounders,Candid,Manufacturing & Industry
Nick Greenfield,29,Cofounders,Candid,Manufacturing & Industry
Greta Cutulenco,27,Cofounder,Acerta,Manufacturing & Industry
Bryan Dow,29,Cofounder,Understory,Manufacturing & Industry
Abe Matamoros,25,Hieu Nguyen,29;,Manufacturing & Industry
Brandon Moak,23,Cofounders,Embark,Manufacturing & Industry
Alex Rodrigues,23,Cofounders,Embark,Manufacturing & Industry
Sebastien Boyer,26,Cofounders,FarmWise,Manufacturing & Industry
Thomas Palomares,25,Cofounders,FarmWise,Manufacturing & Industry
John Gattuso,27,Frederick Grimm,27;,Manufacturing & Industry
Luke Fox,24,Founder,WhiteFox,Manufacturing & Industry
Siddha Ganju,25,Solutions Architect,NVIDIA,Manufacturing & Industry
Jordan Greene,26,Cofounder,AEye,Manufacturing & Industry
Colin Hurd,28,Founder,Smart Ag,Manufacturing & Industry
Alexander Harmsen,26,Cofounders,Iris Automation,Manufacturing & Industry
James Howard,25,Cofounders,Iris Automation,Manufacturing & Industry
Jesse Kaplan,27,Founder,Parcel,Manufacturing & Industry
Ryan Knopf,28,Cofounder,Root AI,Manufacturing & Industry
Janett Liriano,27,CEO,LOOMIA,Manufacturing & Industry
Hripsime Rema Matevosyan,27,Cofounder,Swiftera,Manufacturing & Industry
Kristen McClellan,28,Cofounder,SnappyScreen,Manufacturing & Industry
Richman Neumann,27,Cofounder,Modumate,Manufacturing & Industry
Kelly Peng,26,Founder,Kura AR,Manufacturing & Industry
Matthew Joyal,26,Cofounders,Pillar Technologies,Manufacturing & Industry
Alex Schwarzkopf,26,Cofounders,Pillar Technologies,Manufacturing & Industry
Paul Powers,29,Cofounder,Physna,Manufacturing & Industry
Tim Ellis,28,Cofounders,Relativity Space,Manufacturing & Industry
Jordan Noone,25,Cofounders,Relativity Space,Manufacturing & Industry
David Roger,28,Cofounder,Felix Gray,Manufacturing & Industry
Bryton Shang,26,Founder,Aquabyte,Manufacturing & Industry
Antoine de Maleprade,26,Clement Renault,27;,Manufacturing & Industry
Sammy Khalifa,28,Cofounders,Vicarious Surgical,Manufacturing & Industry
Adam Sachs,27,Cofounders,Vicarious Surgical,Manufacturing & Industry
Nedal Ahmed,29,Senior Copywriter,Droga5,Marketing & Advertising
Praveen Arichandran,28,Director of Growth,Tesla,Marketing & Advertising
Ryan Brown,29,Head of Content,Twitter,Marketing & Advertising
Jon Chang,29,Global Product Marketer,IBM Watson,Marketing & Advertising
Shavone Charles,28,Head of Global Music & Youth Culture Communications,Instagram,Marketing & Advertising
Dianna Cohen,27,Founder,Levitate,Marketing & Advertising
Nathalie Con,29,Strategy Director,Giant Spoon,Marketing & Advertising
Arielle Gross,29,Business Lead,Facebook,Marketing & Advertising
Sabena Gupta,27,Director of Brand Stategy,New York Times,Marketing & Advertising
Kelsey Hunter,29,Founder,Paloma,Marketing & Advertising
Frederick Joseph,29,Founder,We Have Stories,Marketing & Advertising
Ziad Ahmed,19,Cofounders,JÜV Consulting,Marketing & Advertising
Nick Jain,19,Cofounders,JÜV Consulting,Marketing & Advertising
Alex Levin,29,Founding Partner,L+R,Marketing & Advertising
Nadia Masri,27,Founder,Perksy,Marketing & Advertising
Sana Merchant,29,Senior Manager,"Club Social Media Strategy, NFL",Marketing & Advertising
Christina Miller,28,Director of Social Media Strategy,VML,Marketing & Advertising
Jayvee Nava,28,VP of Community,Peloton,Marketing & Advertising
Erin Abernathy,28,Cofounders,Out Of Office Media,Marketing & Advertising
Stephanie Pulido,27,Cofounders,Out Of Office Media,Marketing & Advertising
Taylor Patchen,26,Director of AR/VR Brand Strategy,Vertebrae,Marketing & Advertising
Dani Roche,27,Founder,Kastor & Pollux,Marketing & Advertising
Bryan Rosenblatt,29,Director of Brand Partnerships,Reddit,Marketing & Advertising
Nik Sharma,22,Director of DTC,Hint,Marketing & Advertising
Sara Smoler,26,Business Development Supervisor,Ogilvy,Marketing & Advertising
Aakriti Srikanth,26,CMO for AI,Red Hat,Marketing & Advertising
Gus Murillo,26,Cofounders,ThreeSixtyEight,Marketing & Advertising
Kenny Nguyen,28,Cofounders,ThreeSixtyEight,Marketing & Advertising
Lara Vandenberg,26,Senior VP,"Marketing & Communications, Knotch",Marketing & Advertising
Jessica Wolf,27,Director of Community,Summit Series,Marketing & Advertising
Johnny Wong,28,Cofounder,Operam,Marketing & Advertising
Zhai,28,Founder,Supreme Optimization,Marketing & Advertising
Jonathan Lin,23,Cofounders,Blitz Esports,Media
Rick Ling,25,Cofounders,Blitz Esports,Media
Kaitlan Collins,26,White House Correspondent,CNN,Media
Max Cutler,27,Founder,Parcast Network,Media
Josh Dawsey,28,White House Correspondent,The Washington Post,Media
Caitlin Dickerson,29,Reporter,The New York Times,Media
Alejandro Dinsmore,25,Harris Gordon,27;,Media
Dean Elkholy,29,Cofounder,Diply,Media
Alexandra Ellerbeck,27,North America Program Coordinator,The Committee to Protect Journalists,Media
Devin Emery,28,Vice President,"Research & Growth, Cheddar",Media
Ashley Feinberg,28,Senior Reporter,Huffington Post,Media
Morgan Johnson,29,Cofounder,The TRiiBE,Media
Ben Kreimer,29,Journalist,,Media
Bradley Deyo,27,Cofounders,Mars Reel,Media
Brandon Deyo,27,Cofounders,Mars Reel,Media
Ella Mielniczenko,28,Executive Producer,BuzzFeed,Media
Alex Lieberman,25,Cofounders,Morning Brew,Media
Austin Rief,24,Cofounders,Morning Brew,Media
Kim Patel,27,Director,"Global Corporate Strategy, Vice Media",Media
i,29,Founder,j-school,Media
Rebecca Harris,27,Cofounders,Purple,Media
David Heimann,27,Cofounders,Purple,Media
Hillary Reinsberg,29,Editor In Chief,The Infatuation & Zagat,Media
Amy Schellenbaum,27,Online Director,Popular Science,Media
Danez Smith,29,Writer,,Media
Andy Sparks,29,Cofounder,Holloway,Media
Noah Greenberg,28,Sam Gross,27;,Media
Zach Stafford,28,Editor In Chief,Into,Media
Jonny Sun,28,Illustrator,Writer,Media
David Tao,29,Cofounder,BarBend,Media
Elizabeth Wagmeister,28,Senior Correspondent,Variety & Page Six TV,Media
