Name,Age,Title,Company,Category
Mike McGroddy,29,Principals,NetPower,Energy
Michael Alfaro,28,Head of Exploration & Production Investing,Zimmer Partners,Energy
Anthony Diamond,29,Cofounders,Axiom Exergy,Energy
Amrit Robbins,27,Cofounders,Axiom Exergy,Energy
Elizabeth Barno,26,Community Manager,Greentown Labs,Energy
Charles Cai,29,CTO,MG Fuels,Energy
Keiana Cave,18,Founder,Mare,Energy
James Ellsmoor,24,Director,Solar Head of State,Energy
Giles Eperon,29,Research fellow,University of Washington,Energy
Nishant Garg,29,Cofounders,Flow Labs,Energy
Jimit Shah,28,Cofounders,Flow Labs,Energy
Thomas Healy,24,CEO,Hyliion Private Co,Energy
Christopher Hopper,29,Cofounder,Aurora Solar,Energy
Samir Ibrahim,28,CEO,SunCulture,Energy
Christina Karapataki,29,Principal,Schlumberger,Energy
Paige Kassalen,23,Engineer,Solar Impulse,Energy
Ravi Kurani,29,Cofounder,Sutro,Energy
Ann Makosinski,19,Founder,Makotronics Enterprises,Energy
Maanasa Mendu,14,Student,Mason High School,Energy
Gabriel Mesa,15,Founder,Mesa Foundry,Energy
Sam Slaughter,29,Cofounder,PowerGen Renewable Energy,Energy
Arthur Souritzidis,28,CEO,Momentum Solar,Energy
Travis Thompson,29,Research Fellow,University of Michigan,Energy
Colin Touhey,29,CEO,Pvilion,Energy
Charlie Upshaw,28,Cofounder,IdeaSmiths,Energy
Augusta Uwamanzu-Nna,18,Student,Harvard University,Energy
Richard Walsh,29,Program Lead of Clean Energy Solutions,WGL Energy,Energy
Richard Wang,27,CEO,Cuberg,Energy
Raymond Weitekamp,28,CEO,polySpectra,Energy
Kendrick Worrell,28,Cofounder,Accelerate Resources,Energy
Xu,29,Head of Oil and Gas Investment Banking,CohnReznick Capital Markets Securities,Energy
Mackenzie Burnett,23,Cofounders,Redspread,Enterprise Technology
Dan Gillespie,23,Cofounders,Redspread,Enterprise Technology
Wade Foster,29,Cofounders,Zapier,Enterprise Technology
Mike Knoop,27,Cofounders,Zapier,Enterprise Technology
Curtis Liu,28,Cofounders,Amplitude Analytics,Enterprise Technology
Spenser Skates,28,Cofounders,Amplitude Analytics,Enterprise Technology
Raphael Arar,29,Designer & Researcher,IBM,Enterprise Technology
Max Bennett,26,Cofounder,Bluecore,Enterprise Technology
Scott Britton,28,Cofounder,Troops.ai,Enterprise Technology
Nick Candito,29,Cofounder,Progressly,Enterprise Technology
Mathilde Collin,27,Cofounder(s),Front,Enterprise Technology
Brad Cordova,27,Cofounder,TrueMotion,Enterprise Technology
Ryan Disraeli,29,Cofounder,TeleSign,Enterprise Technology
Andrew First,27,Cofounder,Leanplum,Enterprise Technology
Larry Gadea,29,Founder,Envoy,Enterprise Technology
Jobert Abma,26,Cofounders,HackerOne,Enterprise Technology
Michiel Prins,26,Cofounders,HackerOne,Enterprise Technology
Armon Dadgar,25,Cofounders,HashiCorp,Enterprise Technology
Mitchell Hashimoto,27,Cofounders,HashiCorp,Enterprise Technology
Steven Hong,28,Cofounder,Kumu Networks,Enterprise Technology
Nate Beatty,25,Cofounders,IrisVR,Enterprise Technology
Shane Scranton,26,Cofounders,IrisVR,Enterprise Technology
Peter Johnston,28,Founder,Lystable,Enterprise Technology
Charlotte Kiang,25,Mission Integration Engineer,SpaceX,Enterprise Technology
Leore Avidar,28,Cofounders,Lob.com Inc,Enterprise Technology
Harry Zhang,27,Cofounders,Lob.com Inc,Enterprise Technology
Andrew Maas,29,Cofounder,Roam Analytics,Enterprise Technology
Chris Maddern,28,Cofounder,Button,Enterprise Technology
Jessica McKellar,29,Director of Engineering,Dropbox,Enterprise Technology
Kylan Nieh,24,Senior Product Manager,LinkedIn,Enterprise Technology
Samantha Radocchia,28,Cofounder,Chronicled Inc,Enterprise Technology
Hany Rashwan,26,Founder,Payout.com,Enterprise Technology
Laura Behrens Wu,25,Cofounders,Shippo,Enterprise Technology
Simon Kreuz,27,Cofounders,Shippo,Enterprise Technology
Beyang Liu,27,Cofounders,Sourcegraph,Enterprise Technology
Quinn Slack,28,Cofounders,Sourcegraph,Enterprise Technology
Cecilia Stallsmith,27,Senior Manager,"Platform and Partner Marketing, Slack Technologies",Enterprise Technology
Dmitriy Zaporozhets,29,Cofounder,GitLab,Enterprise Technology
Raja Bobbili,29,Analyst,Abrams Capital,Finance
Michael Buckley,29,Analyst,Duquesne Family Office,Finance
Francis Chung,29,Quantitative Developer,IEX Group,Finance
Kerri Cohen Saperstein,29,Vice President,Goldman Sachs Group,Finance
Richard Craib,29,CEO,Numerai,Finance
Ben Friedman,27,Portfolio Manager,CQS LLP,Finance
Akshay Goyal,28,Vice President,Starwood Capital,Finance
Zach Hamed,23,Product Manager,Goldman Sachs Group,Finance
Matthew Humphrey,29,Founder,LendingHome,Finance
Rachel Hunter,27,Associate,Apollo Global Management,Finance
David Knopf,28,Partner,3G Capital,Finance
Dhruv Maheshwari,28,Research Analyst,Point72 Asset Management,Finance
Eugene Marinelli,29,Chief Technology Officer,Blend,Finance
Anthony Massaro,29,Partner,Pershing Square Capital Management,Finance
Ann Mathews,28,Vice President,Goldman Sachs Group,Finance
Alissa Merar,29,Vice President,Bank of America,Finance
Alex Nomitch,29,Portfolio Manager,Viking Global Investors,Finance
Guillaume Rabate,28,Vice President,Morgan Stanley,Finance
Daniel Rasmussen,29,Founder,Verdad Fund Advisers,Finance
Niraj Shah,29,Senior Associate,RedBird Capital Partners,Finance
David Smalling,29,Director,BlackRock,Finance
Ben Solarz,29,Principal,SPO Partners,Finance
Andy Stafman,29,Partner,Sachem Head Capital Management,Finance
Colter Van Domelen,29,Partner,Tiger Global Management,Finance
Kelly Wannop,29,Associate,Blackstone Group,Finance
Brandon Watkins,28,Vice President,Goldman Sachs Group,Finance
Benjamin Wu,28,Partner,Huntsman Family Investments,Finance
Katy Zhao,29,Vice President,Morgan Stanley,Finance
Keeley Tillotson,24,Cofounders,Wild Friends Foods,Food & Drink
Erika Welsh,25,Cofounders,Wild Friends Foods,Food & Drink
Lizzi Ackerman,29,Cofounder,Birch Benders Micro-Pancakery,Food & Drink
Drew Anderson,29,Cofounder,Cleveland Kraut,Food & Drink
Tatiana Birgisson,27,Founder,MATI Energy,Food & Drink
Matt Bodnar,29,Partner,Fresh Hospitality,Food & Drink
Ross Burack,27,Cofounder,Choza Taqueria,Food & Drink
Andrew Chmielewski,29,Founder,Dave's Sweet Tooth,Food & Drink
Chloe Coscarelli,29,Founder,by CHLOE.,Food & Drink
Simon Davies,27,Chef de Cuisine,Alinea,Food & Drink
Jake Dell,29,Owner,Katz's Delicatessen,Food & Drink
Zachary Engel,28,Chef de Cuisine,Shaya Restaurant,Food & Drink
Miguel Garza,29,Cofounder,Siete Family Foods,Food & Drink
Jorge Gaviria,29,Founder,Masienda,Food & Drink
Andrew Gonzalez,25,Founder,Night Owl Cookie,Food & Drink
Joey Grassia,29,Founder,Kutoa Health,Food & Drink
Amir Hosseini,29,Cofounder,Curry Up Now,Food & Drink
Kate Kavanaugh,28,CEO,Western Daughters Butcher Shop,Food & Drink
Michael Kennedy,29,Founder,Component Wine Company,Food & Drink
Michael Levine,25,CEO,"Global Food Solutions, Inc.",Food & Drink
Jen Martin,28,Cofounder,Pipsnacks LLC,Food & Drink
Kwame Onwuachi,27,Chef/Owner,The Shaw Bijou,Food & Drink
Ian Purkayastha,24,Founder,Regalis Foods,Food & Drink
Maxim Razmakhin,28,Cofounder,"Thirstie, Inc.",Food & Drink
Michael Shoretz,29,CEO,Enlightened,Food & Drink
Katlin Smith,28,Founder,"Simple Mills, Inc.",Food & Drink
Daniela Soto-Innes,26,Chef de Cuisine,Cosme,Food & Drink
Dominik Stein,29,Cofounder,VERTS Mediterranean Grill,Food & Drink
Tiffany Yam,29,Partner,Salt Partners,Food & Drink
Molly Yeh,27,Creator,My Name is Yeh,Food & Drink
Eric Barone,29,Game Developer,ConcernedApe,Games
Zaqueri Black,24,Professional Gamer,Counter Logic Gaming,Games
Joe Brammer,24,Senior Producer,Bulkhead Interactive,Games
Kitty Calis,26,Freelancer,Kitty Calis,Games
Fabiano Caruana,24,Chess Grandmaster,"Fabiano Caruana, Inc.",Games
James Earl Cox III,26,Cofounder,Seemingly Pointless,Games
Juan DeBiedma,23,Professional Gamer,Team Liquid,Games
Andy Dinh,24,Founder,Team SoloMid,Games
Natalie Gravier,25,Visual Designer,USC Institute for Creative Technologies,Games
Lisy Kane,29,Producer,League of Geeks,Games
Gennadiy Korol,29,Cofounder,Moon Game Studios,Games
Jasmine Lawrence,25,Program Manager II,Microsoft,Games
Auguste Massonnat,28,eSports Commentator,Room On Fire,Games
Daniel Mullins,24,Game Developer,Daniel Mullins Games,Games
Jenny Qian,29,Director of Business Operations,Twitch,Games
Rachel Quirico,28,eSports Host,Cyber Solutions Agency,Games
Khaled Abdel Rahman,25,Product Manager,Alphabet,Games
Matt Salsamendi,19,Cofounder,Beam,Games
Alex Schwartz,29,CEO,Owlchemy Labs,Games
Tomber Su,25,Managing Director,High School Starleague,Games
Yuting Su,28,Founder,"Thinker-Tinker, LLC",Games
Max Temkin,29,Cofounder,Cards Against Humanity LLC,Games
Gabriel Toledo,25,Professional Gamer,SK Gaming,Games
Josh Watson,29,eSports Operation Manager,Psyonix,Games
Noah Whinston,22,CEO,Immortals,Games
Zach Wigal,27,Founder,Gamers Outreach,Games
Liam Wong,29,Graphic Design Director,Ubisoft Entertainment,Games
Andrey Yanyuk,24,Founder,Tempo Storm,Games
Olga Zinoveva,26,Producer,343 Industries,Games
Adam Behrens,28,Postdoctoral fellow,Massachusetts Institute of Technology,Healthcare
Carrie Cowardin,28,Postdoctoral fellow,Washington University,Healthcare
Matthew De Silva,29,Founder,Notable Labs,Healthcare
Prarthna Desai,27,Operations,Zipline,Healthcare
Riley Ennis,23,Cofounders,Freenome,Healthcare
Gabriel Otte,28,Cofounders,Freenome,Healthcare
Jiang He,29,Postdoctoral fellow,Massachusetts Institute of Technology,Healthcare
David Hysong,29,Founder,Shepherd Therapeutics,Healthcare
Nicole Moskowitz,26,Cofounders,IntuiTap Medical,Healthcare
Jessica Traver,25,Cofounders,IntuiTap Medical,Healthcare
Emilia Javorsky,28,Physician-scientist,Massachusetts General Hospital,Healthcare
Lydia Kisley,28,Postdoctoral fellow,"University of Illinois, Urbana-Champaign",Healthcare
Vivek Kopparthi,27,Cofounder,NeoLight,Healthcare
Michael Martin,29,Cofounder,RapidSOS,Healthcare
Alaa Murabit,27,High-level commissioner,United Nations,Healthcare
Sudhakar Nuti,25,M.D. candidate,Yale University,Healthcare
Kevin O'Rourke,29,M.D./Ph.D. student,Weill Cornell Medical College,Healthcare
Shaun Patel,28,Orthopedic surgery chief resident,Harvard Medical School,Healthcare
Ashwin Pushpala,28,Founder,Sano,Healthcare
Srilakshmi Raj,29,Postdoctoral fellow,Cornell University,Healthcare
Matthew Sacchet,29,Postdoctoral fellow,Stanford University,Healthcare
Emily Schlichting,27,Chief of Staff,"Office of Asst. Secretary for Legislation, Department of Health and Human Services",Healthcare
Tyler Shultz,26,Visiting researcher,Stanford University,Healthcare
Niko Skievaski,29,Cofounder,Redox,Healthcare
Rohan Suri,17,Founder,Averia Health Solutions,Healthcare
Gloria Tavera,29,President of the board,Universities Allied for Essential Medicines,Healthcare
Ankur Aggarwal,27,Hareesh Ganesan,25;,Healthcare
Austin Walker,28,Cofounder,Innovein,Healthcare
Tim Wang,28,Cofounder,KSQ Therapeutics,Healthcare
Archit Bhise,25,Cofounders,Wellframe,Healthcare
Vinayak Ramesh,26,Cofounders,Wellframe,Healthcare
Arsani William,27,Investment professional,Farallon Capital Management,Healthcare
Andrew Arruda,27,Pargles Dall`Oglio,27;,Law & Policy
Kate Aitken,29,Chief of Staff for Federal Policy and Federal Affairs,AirBnB,Law & Policy
Jessica Anderson,29,Grassroots Director,Heritage Action for America,Law & Policy
Adina Appelbaum,29,Equal Justice Works Fellow,Capital Area Immigrants' Rights Coalition,Law & Policy
Ryan Burke,29,Special Assistant to the President for Economic Policy,The White House,Law & Policy
Jamira Burley,28,National Deputy Millennial Vote Director,Hillary for America,Law & Policy
Jonathan Perichon,26,Cofounders,Checkr,Law & Policy
Daniel Yanisse,28,Cofounders,Checkr,Law & Policy
Elizabeth Clark-Polner,29,Associate Research Scholar in Law,Yale University,Law & Policy
Matthew Denhart,29,Executive Director,Calvin Coolidge Presidential Foundation,Law & Policy
Aaron Ginn,28,Cofounder,The Lincoln Network,Law & Policy
Greg Glod,29,Manager of State Initiatives & Senior Policy Analyst,Texas Public Policy Foundation,Law & Policy
Alex Harris,28,Law Clerk to Justice Anthony Kennedy,The Supreme Court of the United States,Law & Policy
Chelsea Harrison,29,Senior Policy Communications Manager,Lyft,Law & Policy
Jon Hartley,27,Cofounder,Real Time Macroeconomics,Law & Policy
Hope Hicks,28,Strategic Communications Director,The White House,Law & Policy
Joshua House,28,Attorney,Institute for Justice,Law & Policy
Elizabeth Kelly,30,Director of Policy,United Income,Law & Policy
Sarah McBride,26,National Press Secretary,Human Rights Campaign,Law & Policy
Svante Myrick,29,Mayor,City of Ithaca,Law & Policy
Amanda Nguyen,25,Founder,Rise,Law & Policy
Steven Olikara,26,Founder,Millennial Action Project,Law & Policy
Sonya Passi,28,Founder,FreeFrom,Law & Policy
Andrew Rausa,29,Advertising & Privacy Counsel,Facebook,Law & Policy
Jordan Roberts,29,Associate,Fenwick & West,Law & Policy
Varun Sivaram,27,Acting Director: Energy Security and Climate Change,Council on Foreign Relations,Law & Policy
Xiyin Tang,29,Attorney,Mayer Brown,Law & Policy
Kendall Tucker,24,Founder,Polis,Law & Policy
Ryan Walsh,29,Chief Deputy Solicitor General,Wisconsin Department of Justice,Law & Policy
Matt Watters,28,Team Lead,McKinsey & Company,Law & Policy
Ben Cogan,26,Cofounders,Hubble Contacts,Manufacturing & Industry
Jesse Horwitz,28,Cofounders,Hubble Contacts,Manufacturing & Industry
Marine Couteau,26,Cofounders,Leka,Manufacturing & Industry
Ladislas de Toldi,28,Cofounders,Leka,Manufacturing & Industry
Jake Kassan,25,Cofounders,MVMT,Manufacturing & Industry
Kramer LaPlante,25,Cofounders,MVMT,Manufacturing & Industry
Zack Bomsta,28,Jordan Monroe,27;,Manufacturing & Industry
Tyler Collins,28,Mike Radenbaugh,27;,Manufacturing & Industry
Coby Kabili,28,Cofounders,Robo 3D,Manufacturing & Industry
Braydon Moreno,29,Cofounders,Robo 3D,Manufacturing & Industry
Rhae Adams,26,Director of Energy & Mining,Planetary Resources,Manufacturing & Industry
Chad Amonn,29,Cofounder ,Inova Drone,Manufacturing & Industry
Justin Barozie,28,Associate Manager of Manufacturing Engineering,"Battery, Tesla",Manufacturing & Industry
Jeremy Blum,26,Head of Electrical Engineering,Shaper Tools,Manufacturing & Industry
Chase Feiger,28,Cofounder,Parsable,Manufacturing & Industry
Alex Mathews,22,Cofounders,Fusiform,Manufacturing & Industry
Param Shah,21,Cofounders,Fusiform,Manufacturing & Industry
Anurag Garg,29,CEO,Dattus,Manufacturing & Industry
Caroline Guenther,29,Integrated Business Planning Manager,Cisco Systems,Manufacturing & Industry
Neha Gupta,28,Business Operations,DAQRI,Manufacturing & Industry
Kasey Catt,29,Cofounders,Interphase Materials,Manufacturing & Industry
Noah Snyder,28,Cofounders,Interphase Materials,Manufacturing & Industry
Cody James,21,Robotics Programmer,Self-Employed,Manufacturing & Industry
Lane Konkel,26,Lean Leader,General Electric,Manufacturing & Industry
Curren Krasnoff,24,Founder,Cortex Composites,Manufacturing & Industry
Hasier Larrea,28,CEO,Ori,Manufacturing & Industry
Marco Mascorro,29,Cofounder ,Fellow Robots,Manufacturing & Industry
Kayla McDonell,26,Exterior Lighting Design Release Engineer,General Motors,Manufacturing & Industry
Cam Murphy,29,Managing Director,FEAM Aero,Manufacturing & Industry
Sean Petterson,26,Founder ,StrongArm Technologies,Manufacturing & Industry
Jonathan Saperstein,29,CEO,Tree Town USA,Manufacturing & Industry
Gaurab Chakrabarti,28,Cofounders,"Solugen, Inc.",Manufacturing & Industry
Sean Hunt,27,Cofounders,"Solugen, Inc.",Manufacturing & Industry
Drew Tolly,26,Data Scientist,Caterpillar,Manufacturing & Industry
Justin Wenning,24,Welding Engineer,Fabrisonic,Manufacturing & Industry
Will Ahmed,27,John Capodilupo,25;,Manufacturing & Industry
Alex Dahan,24,Eric Dahan,26;,Marketing & Advertising
Andrew Fabbri,29,Cofounders,"CEO, Jump 450 Media",Marketing & Advertising
Shaun Sheikh,25,Cofounders,"CEO, Jump 450 Media",Marketing & Advertising
Daniel Altmann,29,Cofounders,Naritiv,Marketing & Advertising
Eric Posen,28,Cofounders,Naritiv,Marketing & Advertising
Tony Chen,26,CEO,Channel Factory,Marketing & Advertising
Sean O'Brien,27,Cofounders,Swyft Media,Marketing & Advertising
Evan Wray,27,Cofounders,Swyft Media,Marketing & Advertising
Andy Bossley,28,Senior Manager of Global Marketing Campaigns,IBM,Marketing & Advertising
Vincent Cacace,26,Founder ,Vertebrae,Marketing & Advertising
Eden Chen,29,Founder,Fishermen Labs,Marketing & Advertising
Marina Cockenberg,29,Director of Digital,"The Tonight Show Starring Jimmy Fallon, NBC",Marketing & Advertising
Gregory Constantine,27,Global Music Strategy and Cultural Partnerships Lead - Smirnoff,Diageo,Marketing & Advertising
Bobak Emamian,29,Cofounder,Prolific Interactive,Marketing & Advertising
Jared Feldman,28,Founder ,Canvs,Marketing & Advertising
Laura Foti,26,Head of Paid Media and Analytics,GE Digital,Marketing & Advertising
Lauren Gallo,29,Senior Digital Marketing and Communications Lead,"Apple Retail, Apple",Marketing & Advertising
Devon Galloway,29,Cofounder,Vidyard,Marketing & Advertising
Daniel George,25,Founder,Limitless Creative,Marketing & Advertising
Julieanna Goddard,26,Founder,YesJulz,Marketing & Advertising
James Heller,29,Cofounder ,Wrapify,Marketing & Advertising
Leyda Hernandez,28,Director of Marketing,iSpot.tv,Marketing & Advertising
Mansi Jayakumar,29,Global Director of Innovation,Y&R,Marketing & Advertising
Salone Kapur,28,Head of City Marketing,"Google Fiber, Alphabet",Marketing & Advertising
Jan-Niklas Kokott,29,Head of Product and Customer Insight,Glossier,Marketing & Advertising
Jennifer Lo Chan,26,Marketing Campaign Manager,NVIDIA,Marketing & Advertising
Shaun McBride,29,Founder,Shonduras,Marketing & Advertising
Eliana Murillo,28,Head of Multicultural Marketing,Google,Marketing & Advertising
Aniq Rahman,29,President,Moat,Marketing & Advertising
Justin Rezvani,28,Founder,theAmplify,Marketing & Advertising
James Shani,28,Founder,Madison+Vine,Marketing & Advertising
Kevin Yamazaki,29,Founder,Sidebench,Marketing & Advertising
Taylor Freeman,26,Cofounders,Upload,Media
Will Mason,26,Cofounders,Upload,Media
Libby Brittain,27,Partner strategy lead,"News, Facebook",Media
Kristina Budelis,28,Cofounder,KitSplit,Media
Rhonesha Byng,27,Founder,Her Agenda,Media
Emma Cline,27,Author,,Media
Leslye Davis,26,Photo and video journalist,New York Times Co.,Media
Anna Therese Day,28,Journalist,,Media
Brian Donohue,27,CEO,Instapaper,Media
Clay Dumas,28,Chief of staff and senior advisor,"Office of Digital Strategy, The White House",Media
Brandon Feldman,29,News & politics manager,YouTube,Media
Ashley Ford,29,Development executive,"Web series & video, Matter Studios",Media
Vinny Green,25,Director,"Business development, Snopes",Media
Yaa Gyasi,27,Author,,Media
Isabelia Herrera,25,Music editor,Remezcla,Media
John Herrman,29,David Carr Fellow,New York Times Co.,Media
Daniel Houghton,28,CEO,Lonely Planet,Media
Greg Howard,28,David Carr Fellow,New York Times Magazine,Media
Sarah Jeong,28,Contributing editor,"Motherboard, Vice Media",Media
Amy Levin,29,Founder,CollegeFashionista,Media
Wesley Lowery,26,National reporter,Washington Post,Media
Adam Marshall,28,Knight Foundation litigation attorney,Reporters Committee for Freedom of the Press,Media
Ashley McCollum,29,General manager,"Tasty, BuzzFeed",Media
Griffin McElroy,29,Founding editor,Polygon,Media
John Meyer,21,Founder,Fresco News,Media
Evan Puschak,28,Creator,The Nerdwriter,Media
Hayden Rockwell,26,Lead senior story editor,Snapchat,Media
Alex Schmider,27,Senior strategist,"Transgender Media, GLAAD",Media
Molly Swenson,29,CMO,RYOT,Media
Jia Tolentino,28,Contributing writer,NewYorker.com,Media
Daya,18,Musician,,Music
Desiigner,19,Musician,,Music
Emma Burgess-Olson,28,Frankie Decaiza Hutchinson,29;,Music
G-Eazy,27,Musician,,Music
Gallant,25,Musician,,Music
Jason Aron,28,Managers,Halsey,Music
Anthony Li,28,Managers,Halsey,Music
Jeremih,29,Musician,,Music
Taylor Dye,21,Musicians,Maddie & Tae,Music
Maddie Marlow,21,Musicians,Maddie & Tae,Music
Josh Dun,28,Musicians,Twenty One Pilots,Music
Tyler Joseph,28,Musicians,Twenty One Pilots,Music
Sophie Ash,28,Project manager,Parkwood Entertainment,Music
Kelsea Ballerini,23,Musician,,Music
Bibi Bourelly,22,Musician,,Music
Alessia Cara,20,Musician,,Music
Patrick Corcoran,26,Manager,Chance the Rapper,Music
Derek Dolin,28,Senior Manager,Three Six Zero,Music
Michael George,27,Artist Manager,SB Projects,Music
Micah Hendler,27,Founder,The YMCA Jerusalem Youth Chorus,Music
Joe Kay,27,Cofounder,Soulection,Music
Tory Lanez,24,Musician,,Music
Logic,26,Musician,,Music
Julia Michaels,23,Musician,,Music
Jeffrey Ponchick,29,Cofounder,Repost Network,Music
Troye Sivan,21,Musician,,Music
Charlie Puth,25,Musician,,Music
Justine Skye,21,Musician,,Music
Drew Taggart,27,Musician,The Chainsmokers,Music
La Mar Taylor,26,Creative Director,The Weeknd,Music
Bryson Tiller,23,Musician,,Music
