category,name,age,title
"art-style","Fletcher Kasell, Tanner Richie","27, 27","COFOUNDERS, TANNER FLETCHER"
"art-style","Kiara Ventura","28","FOUNDER, PROCESSA"
"art-style","Genesis Webb","27","STYLIST"
"art-style","Yuri Yuan","28","ARTIST, YURI YUAN STUDIO"
"art-style","Alex Zhang","29","CHIEF CREATIVE OFFICER, POWDER MOUNTAIN"
"art-style","Caroline Zimbalist","27","FOUNDER, CAROLINE ZIMBALIST"
"retail-ecommerce","Sonia Yang","27","COFOUNDER, TREET"
"retail-ecommerce","MaryKatherine Black","29","COFOUNDER, YELLOW THE LABEL"
"retail-ecommerce","Jade Beguelin, Sabrina Sadeghian","27, 26","COFOUNDERS, 4AM SKIN"
"retail-ecommerce","Michael Hulle, Maxamilian Sherman","27, 25","COFOUNDERS, BALLZ 4 CHANGE"
"retail-ecommerce","Matt Bogoroch","28","COFOUNDER, BIRDSEYE"
"retail-ecommerce","Trevor Carlson","29","COFOUNDER, SIDIOCRATE"
"retail-ecommerce","Ross Correia","29","COFOUNDER, REACTIV"
"retail-ecommerce","Mary Ralph Lawson Bradley, Kennedy Crichlow","27, 28","COFOUNDERS, DAILY DRILLS"
"retail-ecommerce","Audrey Djiya","29","COFOUNDER, ZIMI"
"retail-ecommerce","Prince Ghosh","27","FOUNDER, FACTORED QUALITY"
"retail-ecommerce","Eric Delapenha","29","FOUNDER, STRANDS HAIR CARE"
"retail-ecommerce","Taylor Frankel","28","COFOUNDER, NUDESTIX"
"retail-ecommerce","Andrew Gilliland","27","PRESIDENT, ACTION HOLDINGS"
"retail-ecommerce","Jack Manson, Jyde Manson","25, 23","COFOUNDERS, HAPPY MEMORIES DON'T DIE"
"retail-ecommerce","Christa Hitchcock","29","COFOUNDER, HOMEFIELD"
"retail-ecommerce","Kris Kellaway","28","COFOUNDER, KINIMATIC"
"retail-ecommerce","Chelsea Parke Kramer","27","FOUNDER, PARKE"
"retail-ecommerce","Pia Mance","28","FOUNDER, HEAVEN MAYHEM"
"retail-ecommerce","Maya Nazareth","26","FOUNDER, ALCHEMIZE FIGHTWEAR"
"retail-ecommerce","Dylan Burger, Liam Burger","26, 28","COFOUNDERS, NXTRND"
"retail-ecommerce","Hudson Leogrande","28","FOUNDER, COMFRT"
"retail-ecommerce","Rohan Shah","28","COFOUNDER, CONDUIT COMMERCE"
"retail-ecommerce","Nicholas Prentiss","23","FOUNDER, BREAD"
"retail-ecommerce","Hamza Ramzan","27","CEO, ZOYAVA"
"retail-ecommerce","Luca Schnetzler","26","CEO, PUDGY PENGUINS"
"retail-ecommerce","Bill Liu, Zack Peng","27, 29","COFOUNDERS, SEEL"
"retail-ecommerce","Cam Stajer","28","FOUNDER, KALA THERAPY"
"retail-ecommerce","Wilglory Tanjong","28","FOUNDER, ANIMA IRIS"
"retail-ecommerce","Calvin Thedinger","27","FOUNDER, CT SOUNDS"
"retail-ecommerce","Charlotte Trecartin","25","FOUNDER, CHARCHARMS"
"venture-capital","Molly Mielke","24","GENERAL PARTNER, MOTH FUND"
"venture-capital","Zehra Naqvi","25","INVESTOR, HEADLINE VENTURES"
"venture-capital","Michelle Aguinis","29","HEAD OF STRATEGY & OPERATIONS AT MENLO LABS, MENLO VENTURES"
"venture-capital","Talia Askowitz","26","PRINCIPAL, DEERFIELD MANAGEMENT"
"venture-capital","Kristina Chapple","25","DIRECTOR, 11 TRIBES VENTURES"
"venture-capital","Emily Cohen","26","PRINCIPAL INVESTOR, NEO"
"venture-capital","Elaine Dai","29","PARTNER, ALT CAPITAL"
"venture-capital","George Easley","29","PRINCIPAL, OUTSIDERS FUND"
"venture-capital","Rak Garg","27","PARTNER, BAIN CAPITAL VENTURES"
"venture-capital","Grace Geng","29","VICE PRESIDENT, DST GLOBAL"
"venture-capital","Alyssa Reisner","29","PARTNER, CVS HEALTH VENTURES"
"venture-capital","Corinne Riley","29","PARTNER, GREYLOCK"
"venture-capital","Elana Gold","29","PARTNER, RED BEARD VENTURES"
"venture-capital","Alaina Hartley","29","PRINCIPAL, GREYCROFT"
"venture-capital","Bradford Jones","28","PRINCIPAL, SIGNALFIRE"
"venture-capital","Yuri Lee","29","PARTNER, IVP"
"venture-capital","Hayden Lekacz","29","VICE PRESIDENT, TPG"
"venture-capital","Lindsey Li","27","VICE PRESIDENT, BESSEMER VENTURE PARTNERS"
"venture-capital","Ronnie Martinez","27","JUNIOR PARTNER, CEAS INVESTMENTS"
"venture-capital","Rachel Schow","27","VICE PRESIDENT, LEFT LANE CAPITAL"
"venture-capital","Will Robbins","27","GENERAL PARTNER, CONTRARY"
"venture-capital","John Smothers","28","PARTNER, SCRIBBLE VENTURES"
"venture-capital","Alex Sharata","28","PARTNER, NEW ENTERPRISE ASSOCIATES"
"venture-capital","Michael Shephard","29","PRINCIPAL, INSIGHT PARTNERS"
"venture-capital","Sarah Wu","28","PRINCIPAL, EMERSON COLLECTIVE"
"venture-capital","Jenny Xiao","26","PARTNER, LEONIS CAPITAL"
"venture-capital","Mark Xu","24","PARTNER, LIGHTSPEED VENTURE PARTNERS"
"venture-capital","Claire Zau","27","PARTNER, GSV VENTURES"
"venture-capital","Emily Zhen","28","PRINCIPAL, ZEAL CAPITAL PARTNERS"
"venture-capital","Taha Ziaee","29","PRINCIPAL, BOND"
"science","Daniel Marin","24","FOUNDER, NEXUS"
"science","Nivatha Balendra","29","FOUNDER, DISPERSA"
"science","Sristy Agrawal","29","COFOUNDER, MESA QUANTUM SYSTEMS"
"science","Mitchell Angove","24","COFOUNDER, FEANIX BIOTECHNOLOGIES"
"science","Dániel Barabási","29","POSTDOCTORAL RESEARCHER, THE BROAD INSTITUTE"
"science","Anis Barmada","26","PHD CANDIDATE, YALE UNIVERSITY SCHOOL OF MEDICINE"
"science","Sylvia Biscoveanu","29","POSTDOCTORAL RESEARCHER, NORTHWESTERN UNIVERSITY"
"science","Justin Bui","27","INCOMING ASSISTANT PROFESSOR, NEW YORK UNIVERSITY"
"science","Joanna Chung","28","COFOUNDER, NECTARVET"
"science","Yifan Dai","29","ASSISTANT PROFESSOR, WASHINGTON UNIVERSITY"
"science","Callie Lissinna","27","COFOUNDER, WYVERN"
"science","Jorge Diego Martin Rufino","29","SCIENTIST, THE BROAD INSTITUTE"
"science","Jenna DiRito","28","COFOUNDER, REVALIA BIO"
"science","Savannah Eisner","29","ASSISTANT PROFESSOR, COLUMBIA UNIVERSITY"
"science","Parinaz Fathi","29","INDEPENDENT RESEARCH SCHOLAR, NATIONAL INSTITUTES OF HEALTH"
"science","Vishruth Girish","25","MD/PH.D CANDIDATE, JOHNS HOPKINS UNIVERSITY SCHOOL OF MEDICINE"
"science","Rishi Goel","29","RESIDENT PHYSICIAN, MASSACHUSETTS GENERAL HOSPITAL"
"science","Clarisse Hu","29","COFOUNDER, KUBANDA CRYOTHERAPY"
"science","Liz Izhikevich","28","ASSISTANT PROFESSOR, UNIVERSITY OF CALIFORNIA, LOS ANGELES"
"science","Fiona Kolbinger","29","RESEARCH ASSISTANT PROFESSOR, PURDUE UNIVERSITY"
"science","Paul Liang","29","ASSISTANT PROFESSOR, MASSACHUSETTS INSTITUTE OF TECHNOLOGY"
"science","Rachel Baker","29","ASSISTANT PROFESSOR, QUEEN'S UNIVERSITY"
"science","Nan Li","29","POSTDOCTORAL RESEARCHER, MASSACHUSETTS INSTITUTE OF TECHNOLOGY"
"science","Shucong Li","29","POSTDOCTORAL RESEARCHER, MASSACHUSETTS INSTITUTE OF TECHNOLOGY"
"science","Jiuyun Shi","28","POSTDOCTORAL RESEARCHER, STANFORD UNIVERSITY"
"science","Alexander Ballatori, Shane Shahrestani","29, 29","COFOUNDERS, STROKEDX"
"science","Brianna Vickerman","29","ASSISTANT PROFESSOR, UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL"
"science","Zijie Jay Wang","27","PHD CANDIDATE, GEORGIA TECH"
"science","Kent (Jingxu) Zheng","29","ASSISTANT PROFESSOR, UNIVERSITY OF TEXAS AT AUSTIN"
"science","Sai Zhou","27","PHD CANDIDATE, UNIVERSITY OF CALIFORNIA, SAN DIEGO"
"social-impact","Maya Kuppermann, Ruthwick Pathireddy","28, 29","COFOUNDERS, TEMELIO"
"social-impact","Clay Curran","29","COFOUNDER, FRESHX"
"social-impact","Olivia Abrams","25","COFOUNDER, TICK MITT"
"social-impact","Adeola Ajani","26","FOUNDER, FEM EQUITY"
"social-impact","Amber Barbach","29","FOUNDER, THE GLIOBLASTOMA RESEARCH ORGANIZATION"
"social-impact","Luke Buckberrough","24","COFOUNDER, GLIDANCE"
"social-impact","Angeline Dukes","29","FOUNDER, BLACK IN NEURO"
"social-impact","Chukwudumebi Egbuna","28","COFOUNDER, CHEZIE"
"social-impact","Jared Fenton","29","FOUNDER, THE REFLECT ORGANIZATION"
"social-impact","Daphne Frias","26","FOUNDER, BOX THE BALLOT"
"social-impact","Uzoma Ayogu, Ikenna Nzewi","29, 29","COFOUNDERS, RELEAF"
"social-impact","Kevin Silverman, Ben Veres","28, 29","COFOUNDERS, KATERI CARBON"
"social-impact","Tyler Hochman","27","FOUNDER, FORE ENTERPRISE"
"social-impact","Hazel Horvath","25","FOUNDER, ECOLYTICS"
"social-impact","Nishit Bhasin, Lakshya Garg","24, 26","COFOUNDERS, INCSKILL"
"social-impact","Bryce Bjork, Ting Gao","26, 26","COFOUNDERS, LENNY LEARNING"
"social-impact","Will Long","28","FOUNDER, NUMINAR"
"social-impact","Nihar Neelakanti","29","COFOUNDER, ECOSAPIENS"
"social-impact","Stephan Peng","29","FOUNDER, REDBLOOM HEALTH"
"social-impact","Jahnavi Rao","24","FOUNDER, NEW VOTERS"
"social-impact","Rebecca Rosenberg","26","FOUNDER, REBOKEH VISION TECHNOLOGIES"
"social-impact","Sasankh Munukutla","26","COFOUNDER, TERRADOT"
"social-impact","Pedro Siciliano","29","FOUNDER, TEACHY"
"social-impact","Abhinav Chawla, Hamza Shaikh","29, 27","COFOUNDERS, STABL"
"social-impact","Michelle Vander Lugt","28","COFOUNDER, AQUACROSSINGS"
"social-impact","Anna Voelker","29","FOUNDER, SCIACCESS"
"social-impact","Cooper Wechkin","26","FOUNDER, RYESTRATEGY"
"social-impact","Tiffany Yeh","29","FOUNDER, EZTIA"
"social-impact","Dylan Zajac","21","FOUNDER, COMPUTERS 4 PEOPLE"
"social-impact","Mary Zhu","26","FOUNDER, DEVELOP FOR GOOD"
"energy-green-tech","Ben Nowack, Tristan Semmelhack","28, 23","COFOUNDERS, REFLECT ORBITAL"
"energy-green-tech","Raj Lulla, Namin Shah, Dante Vaisbort","24, 24, 25","COFOUNDERS, HAYLON TECHNOLOGIES"
"energy-green-tech","Vignesh Karthik, Connor Lee, Ankit Singhal","20, 21, 20","COFOUNDERS, ANTHROGEN"
"energy-green-tech","Fabia Farlin Athena","28","FELLOW, STANFORD UNIVERSITY"
"energy-green-tech","Justin Hardin, Jesse Hynes","29, 28","COFOUNDERS, CLIMATEBASE"
"energy-green-tech","Kip Daujotas","25","INVESTMENT ASSOCIATE, ARAMCO VENTURES"
"energy-green-tech","Leopold Dobelle","28","COFOUNDER, MITICO"
"energy-green-tech","Sanjana Paul, Bhargav Sathish","27, 27","COFOUNDERS, EARTH HACKS"
"energy-green-tech","Elliott Bennett, Dylan Lew, Kyle Wyche","25, 26, 28","COFOUNDERS, ECOTONE RENEWABLES"
"energy-green-tech","Hannah Friedman","28","FOUNDING PRINCIPAL, PLANETEER CAPITAL"
"energy-green-tech","Adam Uliana","29","COFOUNDER, CHEMFINITY TECHNOLOGIES"
"energy-green-tech","Mohammad Alkhadra","29","FOUNDER, LITHIOS"
"energy-green-tech","Max Gangestad","29","COFOUNDER, GROSS-WEN TECHNOLOGIES"
"energy-green-tech","Wenting Gao","29","PARTNER, MCKINSEY"
"energy-green-tech","Gizem Karagoz","29","SENIOR PROJECT MANAGER, NEW YORK CITY ECONOMIC DEVELOPMENT"
"energy-green-tech","Maxwell L'Etoile","29","COFOUNDER, ALUMINIO"
"energy-green-tech","Grace Lam","29","COFOUNDER, NETA"
"energy-green-tech","Daphna Langer","28","COFOUNDER, VOLTIFY"
"energy-green-tech","KaLeigh Long","29","FOUNDER, WESTWIN ELEMENTS"
"energy-green-tech","Luke Mairo","29","COFOUNDER, VOLTPOST"
"energy-green-tech","Miles Braxton, Savannah Whitfield","28, 28","COFOUNDERS, OKOVATE SUSTAINABLE ENERGY"
"energy-green-tech","Julia Lamb","29","HEAD OF CATHODE R&D, BEDROCK MATERIALS"
"energy-green-tech","Aida Mollaei","28","COFOUNDER, ADAPTIS TECHNOLOGIES"
"energy-green-tech","Perry Bakas, Harrison Meyer, Conor Rooney","28, 29, 28","COFOUNDERS, OXYLUS ENERGY"
"energy-green-tech","Rawand Rasheed","29","COFOUNDER, HELIX EARTH TECHNOLOGIES"
"energy-green-tech","Benjamin Schafer","29","COFOUNDER, RAREFIED"
"energy-green-tech","Viji Thomas","29","COFOUNDER, SINKCO LABS"
"energy-green-tech","Jaiden Waggoner","27","FOUNDER, LUMINATE ENERGY"
"energy-green-tech","Zhiao Yu","29","COFOUNDER, FEON ENERGY"
"energy-green-tech","Yang Zhong","27","FOUNDER, WENEXUS"
"transportation-mobility","Nikhil Bharadwaj, Alexander Isaacson","28, 28","COFOUNDERS, XEAL"
"transportation-mobility","Archie Scott III","29","FOUNDER, ASYNT SOLUTIONS"
"transportation-mobility","Charles Cannon","24","COFOUNDER, VIBERIDE"
"transportation-mobility","Adelaide Fave, Edouard Schaeffer","26, 27","COFOUNDERS, CARINSPECT"
"transportation-mobility","Naroa Coretti Sánchez","29","PH.D. CANDIDATE, MASSACHUSETTS INSTITUTE OF TECHNOLOGY"
"transportation-mobility","Anshul Shah, Brandon Yates","24, 26","COFOUNDERS, DEEPWALK"
"transportation-mobility","Chase Dwyer","27","COFOUNDER, CARBON RIDGE"
"transportation-mobility","Cody Biedermann, Clay Dowdey, Micah Ulrich","27, 27, 26","COFOUNDERS, FLUX HYBRIDS"
"transportation-mobility","Preston LaVangie, Benjamin Youngstrom","26, 26","COFOUNDERS, FYVE BY"
"transportation-mobility","Adam Kall, Austin Morris","28, 28","COFOUNDERS, KALL MORRIS"
"transportation-mobility","Noah Budris, Noah Parker, Daniel Pelaez","26, 26, 26","COFOUNDERS, CYVL"
"transportation-mobility","Qiming Weng","28","COFOUNDER, DROP MOBILITY"
"transportation-mobility","Hana Ku","29","SENIOR MANAGER, DATA SCIENCE, AMAZON"
"transportation-mobility","Trey Camp, Max Pfeiffer","29, 29","COFOUNDERS, MAXWELL VEHICLES"
"transportation-mobility","Safir Monroe","28","FOUNDER, UNDELAY"
"transportation-mobility","Spencer Harrison, Akhil Veluru","28, 28","COFOUNDERS, NEOCHARGE"
"transportation-mobility","Nate Dunning, Ethan Glass","25, 28","COFOUNDERS, OCRA"
"transportation-mobility","Jason Aristides, Michael Baldwin, Luciano de la Iglesia","26, 26, 25","COFOUNDERS, OPENTUG"
"transportation-mobility","Maggie Bachenberg, Trisha Ballakur","25, 24","COFOUNDERS, POINTZ"
"transportation-mobility","Sam Poirier","28","COFOUNDER, POTENTIAL MOTORS"
"transportation-mobility","Sarah Hamer, Elle Smyth","27, 26","COFOUNDERS, RETAILREADY"
"transportation-mobility","Rebecca Mayer","29","PRINCIPAL RESEARCH SCIENTIST, NORTHROP GRUMMAN"
"transportation-mobility","Elizabeth Raman-Grubbs","29","FOUNDER, SUPPLY CHAIN GALS"
"transportation-mobility","Bridger Kolde, Satchel Kolde","25, 28","COFOUNDERS, ROADRA"
"transportation-mobility","Max Sikorski","29","VIRTUAL REALITY LEADER, GENERAL MOTORS"
"transportation-mobility","Lawson Sumner","26","COFOUNDER, AMPERE EV"
"transportation-mobility","Ben Taylor","28","COFOUNDER, BEACHMAN"
"transportation-mobility","Mohammad Adib, Noah Benton","28, 23","COFOUNDERS, TITAN DYNAMICS"
"transportation-mobility","Elias Van Sickle","29","COFOUNDER, SWITCH MARITIME"
"transportation-mobility","Zachary Brown, Liam Redmond","21, 22","COFOUNDERS, YELO"
"food-drink","Cole Schaefer, Brian Waddick","25, 26","COFOUNDERS, SMACKIN'"
"food-drink","Gina Galvin","26","COFOUNDER, STELLAR SNACKS"
"food-drink","Victor Guardiola, Jordan Hicks","26, 26","COFOUNDERS, BAWI AGUA FRESCA"
"food-drink","Amin Anjedani, Sam Madani","29, 29","COFOUNDERS, BOMANI"
"food-drink","Scout Brisson","29","CEO, DE SOI"
"food-drink","Jeffrey Chu","29","FOUNDER, YUUGI IZAKAYA"
"food-drink","Gurtej Dhall","24","FOUNDER, DHALL HOSPITALITY GROUP"
"food-drink","Jared Golestani","29","COFOUNDER, KOKADA"
"food-drink","Yasaman Bakhtiar, Leah Marcus","25, 24","COFOUNDERS, GOOD GIRL SNACKS"
"food-drink","Christian Lee","29","COO, FLAME BROILER"
"food-drink","Vasu Goyal","29","FOUNDER, DOSE"
"food-drink","Jordan Weitz","27","COFOUNDER, KEYCHAIN"
"food-drink","Hunter Markle","28","COFOUNDER, BARTRACK"
"food-drink","Tue Nguyen","26","CHEF"
"food-drink","Jake Aronskind, Matthew Schkolnick","27, 27","COFOUNDERS, PEPPER"
"food-drink","Sophia Karbowski, Austin Patry","29, 29","COFOUNDERS, REALSY FOODS"
"food-drink","Ashley Xie, Hedy Yu","28, 27","COFOUNDERS, ROOTED FARE"
"food-drink","Noah Rosen","26","FOUNDER, FORGE TO TABLE"
"food-drink","Annalee Schlossberg","25","FOUNDER, BEL-FRIES"
"food-drink","Jack Schrupp","28","FOUNDER, DRINK WHOLESOME"
"food-drink","Meredith Hayden","28","FOUNDER, WISHBONE KITCHEN"
"food-drink","Rishabh Kewalramani","28","CEO, SIDEWORK"
"food-drink","Nikki Seaman","29","FOUNDER, FREESTYLE SNACKS"
"food-drink","Tessa Sinatro","27","CONTENT CREATOR, LAMBCHOP"
"food-drink","Carly Shapiro, Madison Vitale","28, 29","COFOUNDERS, SISTERSNACKING"
"food-drink","Ryan Stafford","27","FOUNDER, REFRESH GUM"
"food-drink","Zunrong (Dylan) Tang","28","FOUNDER, TANG'S VINEYARDS"
"food-drink","Jake Tannenbaum","28","FOUNDER, CRAFTMIX"
"food-drink","Ezekiel Bronfman, Nathan Medow","25, 25","COFOUNDERS, THE ABSORPTION COMPANY"
"food-drink","Olivia Tiedemann","27","CHEF, LIV FOR PASTA"
"manufacturing-industry","Kaelan Richards, Jordan Taylor","29, 29","COFOUNDERS, VIZCOM"
"manufacturing-industry","Dylan Conway, Jim Zhu","27, 27","FOUNDERS, SQUINT"
"manufacturing-industry","Kathleen Brandes, Rosalind Shinkle","27, 29","COFOUNDERS, ADAGY ROBOTICS"
"manufacturing-industry","Myra Arshad, Avneet Ghotra","28, 28","COFOUNDERS, ALT TEX"
"manufacturing-industry","Justin Carrus","29","COFOUNDER, PERYGEE"
"manufacturing-industry","Baptiste Bouvier, Hannah Collins","26, 24","COFOUNDERS, DIPLOAI"
"manufacturing-industry","Abhinav Godavarthi, David Sozanski","22, 23","COFOUNDERS, GENERAL BIOLOGICAL"
"manufacturing-industry","Philippe Hébert","28","COFOUNDER, LIGHTBEANS"
"manufacturing-industry","Lars Berscheid, Max Cao","29, 25","COFOUNDERS, JACOBI ROBOTICS"
"manufacturing-industry","Katy Jinkins","29","COFOUNDER, SIXLINE SEMICONDUCTOR"
"manufacturing-industry","Samuel Lam","29","COFOUNDER, PERMITFLOW"
"manufacturing-industry","Kerem Topal Ismail Oglou, Diana Virgovicova, Shirley (Yue Ming) Zhong","22, 23, 21","COFOUNDERS, XATOMS"
"manufacturing-industry","Penelope Jones","27","COFOUNDER, BYTERAT"
"manufacturing-industry","Shivan Lingam","29","COFOUNDER, ACCUDOSE"
"manufacturing-industry","Bruno Geoly, Mia Rath","27, 27","COFOUNDERS, LUMINDT"
"manufacturing-industry","Krish Mehta","28","COFOUNDER, PHNX MATERIALS"
"manufacturing-industry","Vardhan Mehta","28","COFOUNDER, ACELAB"
"manufacturing-industry","Siddharth Girdhar, Vignesh Rajmohan","24, 25","COFOUNDERS, PIVOT ROBOTICS"
"manufacturing-industry","Bryton Praslicka","28","FOUNDER, FLUXWORKS"
"manufacturing-industry","Jad Rahbany","28","COFOUNDER, TANK PAYMENTS"
"manufacturing-industry","Michelle Chao","29","COFOUNDER, PHOENIX TAILINGS"
"manufacturing-industry","Halen Mattison, Luke Neise","26, 26","COFOUNDERS, GENERAL GALACTIC"
"manufacturing-industry","Ryan Cowdrey, Blake Herren","28, 28","COFOUNDERS, RAVEN SPACE SYSTEMS"
"manufacturing-industry","Ilayda Samilgil","27","COFOUNDER, LLUME"
"manufacturing-industry","Christina Seong","28","FOUNDER, VERSABLE"
"manufacturing-industry","Alexander Taylor","23","FOUNDER, ORB AEROSPACE"
"manufacturing-industry","Minh Tran","28","COFOUNDER, HELIOTROPE PHOTONICS"
"manufacturing-industry","Charlie Wu","21","FOUNDER, ORCHARD ROBOTICS"
"manufacturing-industry","Julia Xu","29","COFOUNDER, WAYO"
"manufacturing-industry","Brandon Young","28","FOUNDER, PASCAL TAGS"
