category,name,age,title
"social-media","Nicole Vincent","29","CREATORS AGENT, UNITED TALENT AGENCY"
"sports","Jayson Tatum","26","ATHLETE, BOSTON CELTICS"
"sports","Caitlin Clark","22","POINT GUARD"
"sports","Kara Agby","29","DIRECTOR, PARTNERSHIP DEVELOPMENT , GOLDEN STATE WARRIORS"
"sports","Katharine Bohlmann","27","VICE PRESIDENT FOR CORPORATE PARTNERSHIPS, MIAMI DOLPHINS AND HARD ROCK STADIUM"
"sports","Jalen Brunson","28","GUARD, NEW YORK KNICKS"
"sports","Haley Cavinder, Hanna Cavinder","23, 23","COFOUNDERS, CAVINDER TWINS LLC"
"sports","Mondo Duplantis","25","POLE VAULTER, SWEDISH ATHLETICS"
"sports","Noah Eagle","27","BROADCASTER, NBC SPORTS"
"sports","Laila Edwards","20","FORWARD, USA HOCKEY"
"sports","CJ Harrington","29","ASSOCIATE, HOGAN LOVELLS"
"sports","Erin Matson","24","FIELD HOCKEY HEAD COACH, UNIVERSITY OF NORTH CAROLINA"
"sports","Xavier Green, Victorien Tixier","29, 28","COFOUNDERS, SCOREPLAY"
"sports","Carlin Hudson","28","SENIOR DIRECTOR FOR STRATEGY, NATIONAL WOMEN'S SOCCER LEAGUE"
"sports","Flau'jae Johnson","21","GUARD, LOUISIANA STATE UNIVERSITY"
"sports","Erica Kontos","28","DIRECTOR FOR INTERNATIONAL CONTENT PARTNERSHIPS, NBA"
"sports","Nakissa Koomalsingh","29","FOUNDER, HOOPQUEENS"
"sports","Sydney Lipsitz","29","SPORTS MEDIA AGENT, CAA"
"sports","Ilona Maher","28","CENTER, USA RUGBY"
"sports","Christian McCaffrey","28","RUNNING BACK, SAN FRANCISCO 49ERS"
"sports","Summer McIntosh","18","SWIMMER, TEAM CANADA"
"sports","Saroya Tinker","26","MANAGER OF DEI & COMMUNITY ENGAGEMENT, PWHL"
"sports","Brandon Wimbush","27","COFOUNDER, MOGL"
"sports","Kirby Porter","28","CHIEF BRAND OFFICER, UNRIVALED"
"sports","Mallory Swanson","26","FORWARD, U.S. SOCCER"
"sports","Samantha Tan","27","DRIVER, SAMANTHA TAN RACING"
"sports","Tara Davis-Woodhall, Hunter Woodhall","25, 25","ATHLETE CREATORS, TARA AND HUNTER"
"sports","Gabby Thomas","27","SPRINTER, USA TRACK & FIELD"
"sports","Kelsie Whitmore","26","PITCHER, OAKLAND BALLERS"
"sports","Rawleigh Williams","28","CO-HEAD OF SPORTS, MILK & HONEY"
"sports","Maddie Winslow","29","VICE PRESIDENT, INNER CIRCLE SPORTS"
"ai","Demi Guo, Chenlin Meng","26, 27","COFOUNDERS, PIKA"
"ai","Jared Quincy Davis","29","FOUNDER, FOUNDRY TECHNOLOGIES"
"ai","Sualeh Asif, Arvid Lunnemark, Aman Sanger, Micheal Truell","24, 25, 24, 24","COFOUNDERS, ANYSPHERE"
"ai","Martin Camacho","29","COFOUNDER, SUNO"
"ai","Molly Cantillon","21","FOUNDER, NOX"
"ai","Arjun Desai, Brandon Yang","28, 28","COFOUNDERS, CARTESIA AI"
"ai","Kiara Nirghin, Nikhara Nirghin","24, 28","COFOUNDERS, CHIMA"
"ai","Serena Ge, Charley Lee","19, 20","COFOUNDERS, DATACURVE AI"
"ai","Matan Grinberg, Eno Reyes","26, 25","COFOUNDERS, FACTORY"
"ai","Steve Li, Richard Liu, Leonard Tang","24, 22, 23","COFOUNDERS, HAIZE LABS"
"ai","Aidan Gomez","28","COFOUNDER, COHERE"
"ai","Janet Ho","27","COO, HUME AI"
"ai","Dan Hendrycks","29","EXECUTIVE DIRECTOR, CENTER FOR AI SAFETY"
"ai","Joanne Jang","29","HEAD OF PRODUCT, OPENAI"
"ai","Aiden Lee","28","COFOUNDER, TWELVE LABS"
"ai","Emma Abele, Elizabeth Barnes","26, 27","FOUNDING MEMBERS, METR"
"ai","Anna Monaco","22","FOUNDER, PARADIGM"
"ai","George Morgan","27","FOUNDER, SYMBOLICA"
"ai","Nischal Nadhamuni","28","COFOUNDER, KLARITY"
"ai","Nikhil Cheerla, Daniel Lee","25, 25","COFOUNDERS, NOOKS"
"ai","Chinasa T. Okolo","28","FELLOW, THE BROOKINGS INSTITUTION"
"ai","Brendan Foody, Adarsh Hiremath, Surya Midha","21, 21, 21","COFOUNDERS, MERCOR"
"ai","Anand Kannappan, Rebecca Qian","27, 28","COFOUNDERS, PATRONUS AI"
"ai","Ethan Perez","28","RESEARCH TEAM LEAD, ANTHROPIC"
"ai","Christopher Petrillo","29","HEAD OF PRODUCT, WIKIMEDIA ENTERPRISE"
"ai","Sneha Revanur","20","FOUNDER, ENCODE JUSTICE"
"ai","Anna Sun","23","COFOUNDER, NOWADAYS"
"ai","Jiayi Weng","26","POST TRAINING INFRA LEAD, OPENAI"
"ai","Nancy Xu","27","FOUNDER, MOONHUB"
"ai","Alex Yu","25","COFOUNDER, LUMA AI"
"education","Arman Jaffer","29","FOUNDER, BRISK TEACHING"
"education","Zoë Bentley","29","ACCESSIBILITY LEAD, LIFELONG KINDERGARTEN GROUP, MIT MEDIA LAB"
"education","Alec Nguyen, Austin (Hung) Nguyen","23, 23","COFOUNDERS, AFFORAI"
"education","Raya Bidshahri","29","FOUNDER, SCHOOL OF HUMANITY"
"education","Hailey Carter Seder","29","FOUNDER, EDTECH MBA COMMUNITY"
"education","Alex Fu, Taylor Sihavong","29, 28","COFOUNDERS, CODE.X"
"education","Julia Dixon","29","FOUNDER, ESAI"
"education","Avalon Fenster","22","FOUNDER, INTERNSHIP GIRL"
"education","Sohan Choudhury, Jinseo Park","25, 26","COFOUNDERS, FLINT"
"education","Aarian Forman","29","COFOUNDER, XCELEADER"
"education","Bushra Amiwala","26","ELECTED BOARD OF EDUCATION MEMBER, SKOKIE SCHOOL DISTRICT 73.5"
"education","Emily Cho","18","FOUNDER, JUVIE FOR STEM"
"education","Maddie Freeman","23","FOUNDER, NOSO NOVEMBER"
"education","Carlynn Greene","25","FOUNDER, SCHOLARSHIP GURU"
"education","William Kelly, AndrewPaul McIntosh, Heath Rutledge-Jukes","25, 25, 25","COFOUNDERS, KING OF THE CURVE"
"education","Jacquelyn Lane","29","COFOUNDER, 100 COACHES AGENCY"
"education","Ryan Liu","29","TRUSTEE, PASADENA CITY COLLEGE"
"education","Caeley Looney","28","FOUNDER, REINVENTED"
"education","Akshaj Kadaveru, Daniel Sun","24, 24","COFOUNDERS, MATHDASH"
"education","Qi Lyu, Tianwei Yue","28, 27","COFOUNDERS, MATHOS AI"
"education","Garrett Smiley","27","FOUNDER, SORA SCHOOLS"
"education","Estelle Reardon","24","FOUNDER, STANDOUTSEARCH"
"education","Krystal McLeod","29","EXECUTIVE DIRECTOR, NEW YORK UNIVERSITY CENTER ON VIOLENCE AND RECOVERY"
"education","Jonah Liss, Blake Mischley, Kaleb Schmottlach","21, 21, 21","COFOUNDERS, MEETYOURCLASS"
"education","Sidhant Bendre, Michael Giardino, Achraf Golli, Ben Or-Chen","25, 24, 26, 23","COFOUNDERS, QUIZARD AI"
"education","Charitie Ropati","23","FOUNDER, LILNATIVEGIRLINSTEM"
"education","Holden Beggs, Jackson Mills","27, 26","COFOUNDERS, THE ZERO EXPERIENCE"
"education","Natalie Tung","29","FOUNDER, HOMEWORKS TRENTON"
"education","Khandaker Wasi","17","FOUNDER, 504 FOUND"
"education","Joon Baek, Zino Haro","28, 27","COFOUNDERS, YOUTH FOR PRIVACY"
"media","Bobbi Althoff","27","HOST, THE REALLY GOOD PODCAST"
"media","Jessamine Burgum","28","FOUNDER, PINKY PROMISE"
"media","Justin Kim, Michael Lai","25, 25","COFOUNDERS, ASIANFEED"
"media","Tyler Bainbridge","29","FOUNDER, PERFECTLY IMPERFECT"
"media","Adam Breneman","29","COFOUNDER, THE COLLEGE SPORTS"
"media","Rashan Brown","29","FOUNDER, POETRY ME, PLEASE"
"media","Jenny Chiu","29","HOST, CBS SPORTS"
"media","Brock Colyar","26","FEATURES WRITER, NEW YORK MAGAZINE"
"media","Caroline D'Arcy","28","FOUNDER, DROME"
"media","Jacklyn Dallas","23","FOUNDER, NOTHING BUT TECH"
"media","Olivia Joslin, Toshit Panigrahi","28, 29","COFOUNDERS, TOLLBIT"
"media","Griffin Di Stefano, Patrick Koitzsch","28, 28","COFOUNDERS, 6DEGREES FILMS"
"media","Christian Dwarica","28","FOUNDER, THE FILM ZONE"
"media","Maya Eaglin","27","CO-HOST, NBC NEWS"
"media","Deja Foxx","24","FOUNDER, GENZ GIRL GANG"
"media","Ludwig Hurtado","28","EXECUTIVE PRODUCER, THE NATION"
"media","CT Jones","26","STAFF WRITER, ROLLING STONE"
"media","Akili King","29","SENIOR BEAUTY EDITOR, ESSENCE"
"media","Vanessa Le","25","AUTHOR"
"media","Sarah Little","28","FOUNDER, MORE TO HER STORY"
"media","Devin Lewtan, Alice Ma","26, 29","COFOUNDERS, MAD REALITIES"
"media","O.O. Sangoyomi","23","AUTHOR"
"media","Aija Mayrock","29","AUTHOR"
"media","Ariana Nathani","28","FOUNDER, DRINKS FIRST"
"media","Emma Noyes","29","AUTHOR"
"media","Simi Shah","27","FOUNDER, SOUTH ASIAN TRAILBLAZERS"
"media","Malaika Vaz","27","COFOUNDER, UNTAMED PLANET"
"media","Loren Waters","29","FOUNDER, WATERS MEDIA"
"media","Chloe Xiang","23","FOUNDER, KEKE MAGAZINE"
"media","Abraham Shaheen, Keila Shaheen","27, 25","COFOUNDERS, ZENFULNOTE"
"hollywood-entertainment","Kathryn Newton","27","ACTOR"
"hollywood-entertainment","Ryan Destiny","29","ACTOR"
"hollywood-entertainment","Dalia Ashurina","29","DIRECTOR"
"hollywood-entertainment","Timothy Bloom","29","PRODUCER"
"hollywood-entertainment","Phillip Braun","29","HEAD OF DEVELOPMENT AND PRODUCTION, MUCHO MAS MEDIA"
"hollywood-entertainment","Noah Centineo","28","ACTOR"
"hollywood-entertainment","Natalie Coffen","29","CREATIVE EXECUTIVE, PUSH IT PRODUCTIONS"
"hollywood-entertainment","Jacob Elordi","27","ACTOR"
"hollywood-entertainment","Alexandra Emmerman","29","AGENT, NONFICTION TELEVISION, CREATIVE ARTISTS AGENCY"
"hollywood-entertainment","James Flannery","29","MANAGER, DRAMA DEVELOMENT, NETFLIX"
"hollywood-entertainment","Kemma Filby","29","COFOUNDER, SEASICK STUDIOS"
"hollywood-entertainment","Marcello Hernandez","27","COMEDIAN, SATURDAY NIGHT LIVE"
"hollywood-entertainment","Danielle Gasher","29","VICE PRESIDENT, ACQUISITIONS & INTERNATIONAL SALES, GRAVITAS VENTURES"
"hollywood-entertainment","Emily Hamilton","29","DIRECTOR OF DEVELOPMENT, 101 STUDIOS"
"hollywood-entertainment","Eric Hayes","29","VISUAL EFFECTS ARTIST, WETA FX"
"hollywood-entertainment","Boma Iluma","29","DIRECTOR"
"hollywood-entertainment","Nicole Maines","27","ACTOR"
"hollywood-entertainment","Justin McGriff","28","VICE PRESIDENT, STRAIGHT TO CARDS"
"hollywood-entertainment","Emily Miller","27","AGENT, LITERARY TELEVISION, UNITED TALENT AGENCY"
"hollywood-entertainment","Danielle Perelman","29","PRODUCER, DANIELLE PERELMAN PRODUCTIONS"
"hollywood-entertainment","Thomas Laub","27","COFOUNDER, RUNYONLAND PRODUCTIONS"
"hollywood-entertainment","Wesley Wang","20","FILMMAKER"
"hollywood-entertainment","Omarr Rambert","28","ATTORNEY, SHEPPARD MULLIN RICHTER & HAMPTON"
"hollywood-entertainment","Kiernan Shipka","25","ACTOR"
"hollywood-entertainment","Julia Stier","28","HEAD OF DEVELOPMENT, COLD IRON PICTURES"
"hollywood-entertainment","Mason Thames","17","ACTOR"
"hollywood-entertainment","Kristina Windham","29","HEAD OF BUSINESS DEVELOPMENT, MAXIMUM EFFORT"
"hollywood-entertainment","D'Pharoah Woon-a-Tai","23","ACTOR"
"hollywood-entertainment","Nat Wyatt","28","AGENT, SCRIPTED TELEVISION, WME"
"hollywood-entertainment","Katie Zipkin-Leed","27","LITERARY COORDINATOR, ARTISTS FIRST"
"music","Shaboozey","29","MUSICIAN"
"music","Noah Kahan","27","MUSICIAN"
"music","Ruby Anton","27","DAY TO DAY MANAGER, STATE OF THE ART"
"music","Omar Apollo","27","MUSICIAN"
"music","Zach Bryan","28","MUSICIAN"
"music","Stephanie Caress","28","DIRECTOR, A&R RESEARCH AND ANALYTICS, SONY MUSIC PUBLISHING"
"music","Clairo","26","MUSICIAN"
"music","Ivan Cornejo","20","MUSICIAN"
"music","Tay Keith, Cambrian Strong","28, 27","COFOUNDERS, DRUMATIZED"
"music","Danny Garcia","28","COFOUNDER, SONGTOOLS"
"music","Chappell Roan","26","MUSICIAN"
"music","Tyla","22","MUSICIAN"
"music","Coco Jones","26","MUSICIAN"
"music","Brendan Kennedy","28","GENERAL MANAGER, GOODTALK"
"music","Sanam Khalili","27","DIRECTOR OF ARTIST PARTNERSHIPS, RANGE MUSIC"
"music","Laufey","25","MUSICIAN"
"music","Coi Leray","27","MUSICIAN"
"music","Lauren Marker","29","VICE PRESIDENT, WASSERMAN MUSIC"
"music","Blair Miller","29","FOUNDER, CHAOS CREATORS ENTERTAINMENT"
"music","Gabriel Pabon","28","FOUNDER, ON THE RADAR RADIO"
"music","Samara Joy","25","MUSICIAN"
"music","Young Miko","27","MUSICIAN"
"music","Livia Piomelli","29","HEAD OF A&R, MAISON ARTS"
"music","Xandra Pohl","24","CREATOR"
"music","Oliver Barrett-Clarke, Yoav Zimet","25, 22","COFOUNDERS, RYTHM"
"music","Stephen Sanchez","22","MUSICIAN"
"music","Nikki Sanz","28","FOUNDER, GIGGS"
"music","Gregory Hirschhorn, Bjarki Larusson, Alex Silverstein","26, 29, 26","COFOUNDERS, TOO LOST"
"music","Manuel Turizo","24","MUSICIAN"
"music","Zoe Wrenn","28","FOUNDER, TAMBER"
"marketing-advertising","Gökçe Güven","25","FOUNDER, KALDER"
"marketing-advertising","Brent Comstock","29","FOUNDER, BCOM"
"marketing-advertising","Louise Astorino","29","COFOUNDER, NOT AN AD"
"marketing-advertising","Cameron Azoff","27","HEAD OF TALENT, PARTNERSHIPS AND SOCIAL, BEATS BY DRE"
"marketing-advertising","Tinashe Chaponda","29","FOUNDER, SOSANI STUDIOS"
"marketing-advertising","Eli Cohen","27","FOUNDER, OSMOS"
"marketing-advertising","Todd Baldwin, Sarah Nesheim","26, 29","COFOUNDERS, CRAFTED"
"marketing-advertising","Tamar Davis","29","BRAND MANAGER, DETROIT PISTONS"
"marketing-advertising","Albert Dong","27","FOUNDER, GODLING"
"marketing-advertising","Caitlyn Kumi","25","FOUNDER, MISS EMPOWHER"
"marketing-advertising","Justin Chae","25","COFOUNDER, MERIDIAN STRATEGIES"
"marketing-advertising","Tobi Gbile","28","SENIOR MANAGER, COLLABORATIONS, GAP"
"marketing-advertising","Brandy Merriweather","26","FOUNDER, BSTARPR"
"marketing-advertising","Annia Mirza","26","FOUNDER, UNTOLD"
"marketing-advertising","Dilan Mistry","25","FOUNDER, NATIVEFOUR"
"marketing-advertising","Demetri Morris","26","FOUNDER, MORR"
"marketing-advertising","Sieu Nguyen","29","PRODUCER, HBO MAX"
"marketing-advertising","Kathleen O'Keefe","29","DIRECTOR, CONTENT AND BRAND STRATEGY, HEARST MAGAZINES"
"marketing-advertising","Victoria Onetto","29","FOUNDER, BRANDIKA STUDIO"
"marketing-advertising","Ma Qing","28","CMO, FIRSTCARD"
"marketing-advertising","Ada Hu","26","COFOUNDER, NU MEDIA"
"marketing-advertising","Valerie Zhang","27","COFOUNDER, VX MEDIA"
"marketing-advertising","Andrew Roth","26","FOUNDER, DCDX"
"marketing-advertising","Nikan Shahidi","29","COFOUNDER, WEBSTACKS"
"marketing-advertising","Logan Simmons","26","COFOUNDER, TRNDY SOCIAL"
"marketing-advertising","Austin Barbera, Jake Krask","28, 28","COFOUNDERS, SIXTWENTYSIX"
"marketing-advertising","Ellie Artone, Vidyut Ghuwalewala, Ashwath Narayanan","24, 24, 24","COFOUNDERS, SOCIAL CURRANT"
"marketing-advertising","Danielle Spencer","29","FOUNDER, SOME CREATIVE AGENCY"
"marketing-advertising","Andrew Watts","29","HEAD OF MARKETING, LOOP"
"marketing-advertising","Tamara Zubatiy","28","COFOUNDER, BAROMETER"
"healthcare","Anirudh Joshi, Viswesh Krishna, Damir Vrabac","29, 23, 28","COFOUNDERS, VALAR LABS"
"healthcare","Akshaya Annapragada","27","M.D./PH.D CANDIDATE, JOHNS HOPKINS UNIVERSITY"
"healthcare","Rob Baldoni","25","COFOUNDER, DANNCE.AI"
"healthcare","Douglas Ford, Scott Tisoskey","28, 24","COFOUNDERS, CHROMIE HEALTH"
"healthcare","Giulio Deangeli","29","COFOUNDER, OXBRIDGE CLINICAL"
"healthcare","Apoorva Katragadda, Vishnu Sunil","29, 29","COFOUNDERS, EMERSTAT"
"healthcare","Cydney Kim, Nikita Singareddy, Ben Wesner","29, 28, 28","COFOUNDERS, FORTUNA HEALTH"
"healthcare","Patrick Gilligan","27","FOUNDER, SOMETHINGS"
"healthcare","Suhas Gondi","29","RESIDENT PHYSICIAN, BRIGHAM AND WOMEN'S HOSPITAL"
"healthcare","Rithvik Seela, Andrew Zelaya","24, 24","COFOUNDERS, GRADIA HEALTH"
"healthcare","Jasmin Brooks Stephens","28","INCOMING ASSISTANT PROFESSOR OF PSYCHOLOGY, UNIVERSITY OF CALIFORNIA, BERKELEY"
"healthcare","Kamran Ansari, Nadia Ansari","19, 21","COFOUNDERS, FLUXWEAR"
"healthcare","Aviv Elor, Ash Robbins","27, 28","COFOUNDERS, IMMERGO LABS"
"healthcare","Sahir Jaggi","29","FOUNDER, TANDEM"
"healthcare","Hannah Javidi","27","POSTDOCTORAL RESEARCHER, INDIANA UNIVERSITY SCHOOL OF PUBLIC HEALTH - BLOOMINGTON"
"healthcare","Hilary Dubin, Caroline Huber","29, 29","COFOUNDERS, JONES"
"healthcare","Yue Clare Lou","29","COFOUNDER, SIFT BIOSCIENCES"
"healthcare","Aimun Malik","29","COFOUNDER, ALLIED NETWORK FOR NEURODEVELOPMENTAL ADVANCEMENT"
"healthcare","Kiara Botha, Nadia Ladak, Harit Sohal","27, 26, 26","COFOUNDERS, MARLOW"
"healthcare","Kevin Mekulu","29","PH.D CANDIDATE, PENNSYLVANIA STATE UNIVERSITY"
"healthcare","Sidney Collin","27","COFOUNDER, DE ORO DEVICES"
"healthcare","Tamara Chayo","25","FOUNDER, MEDU PROTECTION"
"healthcare","Smriti Pandey","28","POSTDOCTORAL RESEARCHER, THE BROAD INSTITUTE"
"healthcare","Matthew Park","27","M.D. CANDIDATE, ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI"
"healthcare","Kanishka Rao","28","COFOUNDER, CARENOSTICS"
"healthcare","Karthik Ravi","23","M.D. CANDIDATE, STANFORD MEDICAL SCHOOL"
"healthcare","Raghav Sehgal","29","DIRECTOR OF BIOINFORMATICS, HEALTHY LONGEVITY CLINIC"
"healthcare","Autumn-Kyoko Cushman, Leann Haddad","28, 28","COFOUNDERS, SHIFTRX"
"healthcare","Niko Fotopoulos, Ricky Pati","25, 26","COFOUNDERS, SPARX"
"healthcare","Tanvee Varma","28","RESIDENT PHYSICIAN, BRIGHAM AND WOMEN'S HOSPITAL"
"games","Peggy Wang","26","COFOUNDER, EGO"
"games","Heidi Erwin","25","SENIOR GAME DESIGNER, THE NEW YORK TIMES"
"games","Shane Gill, Riley Testut","29, 29","COFOUNDERS, ALTSTORE"
"games","Anthony Borowczyk","27","SENIOR PRODUCT & OPERATIONS DIRECTOR, ENTHUSIAST GAMING"
"games","Jasper Brand","28","PARTNER, BITKRAFT VENTURES"
"games","Tavares Brown","28","COFOUNDER, CHARGE IT 2 THE GAME"
"games","Zander Brumbaugh","22","FOUNDER, GAMEBEAST"
"games","Matthew Eaton, Joshua Francis","23, 27","COFOUNDERS, BULLSEYE GAMES"
"games","Nicholas Cafiero","29","SENIOR BRAND MANAGER OF ESPORTS & COMPETITIVE GAMING, SONY PLAYSTATION"
"games","Phillip Dosen","25","ESPORTS PLAYER, TEAM FALCONS"
"games","Nicholas Stewart","23","CONTENT CREATOR, JYNXZI"
"games","Samuel Jordan","25","CEO, SAMUEL JORDAN"
"games","Christopher Earl","26","COFOUNDER, REGIMENT GAMING"
"games","Jordan Frenkel","25","FOUNDER, EATYOUSHAY"
"games","Nestor Galarza","25","CEO, XNESTORIO"
"games","Nicole Havin","24","ASSOCIATE GAME DESIGNER II, TREYARCH"
"games","Michelle Jang","29","XBOX KOREA PARTNERSHIPS LEAD, XBOX"
"games","Jessica Jung","27","LEAD PRODUCER, NIANTIC LABS"
"games","Lily Lewis","28","STRATEGIC PARTNER MANAGER, TWITCH"
"games","Halina Malik","29","SENIOR COMPETITIVE BUSINESS OPERATIONS MANAGER, EPIC GAMES"
"games","Joseph Kemp","29","FOUNDER, GAMES THAT MATTER"
"games","Selina Liu","29","GAME PRODUCER II, RIOT GAMES"
"games","Elisabeth Marchini","26","ESPORTS BROADCAST TALENT, RIOT GAMES"
"games","Noelle Mazurek","28","GAME PRODUCER, BLIZZARD ENTERTAINMENT"
"games","Jordan Baker, Krishna Singh","28, 24","COOS, MOONROCK"
"games","Abigail Nakaishi","23","SOFTWARE ENGINEER, GOOGLE"
"games","Kate Olguin","26","GAME DESIGNER, OTHER OCEAN INTERACTIVE"
"games","Ashley Priore","24","FOUNDER & CEO, QUEENSIDE VENTURES"
"games","Trevor Rainbolt","26","CONTENT CREATOR"
"games","Robyn To","29","LEAD ONLINE PROGRAMMER, BRASS LION ENTERTAINMENT"
"finance","Cooper Hart, Oban MacTavish","28, 29","COFOUNDERS, SPADE"
"finance","Evelyn Duan","29","VICE PRESIDENT, SIXTH STREET PARTNERS"
"finance","Michael Barton","29","SECTOR HEAD, COATUE MANAGEMENT"
"finance","Rohit Bhadange","28","COFOUNDER, ZAMP"
"finance","Rebecca Carter","29","VICE PRESIDENT, CORPORATE DEVELOPMENT, J.P. MORGAN"
"finance","Jenny (Xiang) Chen","25","TRADER, CITADEL SECURITIES"
"finance","Shayne Coplan","26","FOUNDER, POLYMARKET"
"finance","Soroush Ghodsi Boushehri, Stefan Stokic, Jake Sylvestre","22, 24, 26","COFOUNDERS, CORTEX LABS"
"finance","Carlo Kobe, Scott Smith","23, 25","COFOUNDERS, FIZZ"
"finance","Gautam Ajjarapu, Vishnu Chakroborty, Sameer Kapur","24, 24, 24","COFOUNDERS, GLIDE"
"finance","David Fershteyn","29","COFOUNDER, ALTERA INVESTMENTS"
"finance","Kaledora Kiernan-Linn, Marco Antonio Ribeiro","28, 23","COFOUNDERS, OSTIUM LABS"
"finance","Spencer Hakimian","26","FOUNDER, TOLOU CAPITAL MANAGEMENT"
"finance","Meredith Keller","29","CHIEF OF STAFF, ALT"
"finance","Clare Kim","29","DIRECTOR, BC PARTNERS"
"finance","Stephanie Lee Weng","29","VICE PRESIDENT, CHARLESBANK CAPITAL PARTNERS"
"finance","Cindy Leow","26","COFOUNDER, DRIFT LABS"
"finance","Austin King, Tyler Tarsi","28, 28","COFOUNDERS, OMNI NETWORK"
"finance","Sunny Aggarwal, Dev Ojha","27, 25","COFOUNDERS, OSMOSIS"
"finance","Tux Pacific","28","FOUNDER, ENTROPY"
"finance","Uma Roy","26","COFOUNDER, SUCCINCT"
"finance","Mukund Tibrewala","29","COFOUNDER, SALIENT"
"finance","Apoorva Ramesh","29","VICE PRESIDENT, INVESTMENT BANKING, J.P. MORGAN"
"finance","Chandana Rao","29","SENIOR QUANTITATIVE RESEARCHER, WORLDQUANT"
"finance","Jeremy Simon","29","PORTFOLIO MANAGER, BALYASNY ASSET MANAGEMENT"
"finance","Kate Steinman","29","VICE PRESIDENT, BAIN CAPITAL"
"finance","Matt Underhill","29","PARTNER, TRIAN"
"finance","Eli Wachs","26","COFOUNDER, FOOTPRINT"
"finance","Anthony Zhang","29","COFOUNDER, VINOVEST"
"finance","Jason Zhao","25","COFOUNDER, STORY"
"art-style","Jenny Lei","28","FOUNDER, FREJA NEW YORK"
"art-style","Kate Barton","28","FOUNDER, KATE BARTON"
"art-style","Colleen Allen","28","FOUNDER, COLLEEN ALLEN"
"art-style","Anatola Araba","26","ARTIST, REIMAGINE STORY LAB"
"art-style","Elena Bonvicini","26","FOUNDER, EB DENIM"
"art-style","Cierra Britton","28","GALLERIST, CIERRA BRITTON GALLERY"
"art-style","Natalia Bryant","21","MODEL"
"art-style","Ty Collier","28","FOUNDER, QUEERENCIA"
"art-style","Marizza Delgado","26","MISS NEW YORK"
"art-style","Douglas Gold","29","GALLERIST, LINCOLN GLENN GALLERY"
"art-style","Danny Cole","24","ARTIST, CREATURE WORLD"
"art-style","Alex Consani","21","MODEL"
"art-style","Griffin Goodman","29","VISUAL ARTIST, GOODBOY GRIFFIN"
"art-style","Sterling Hampton","29","FOUNDER, CLASH OF THE ARTISTIC MINDS"
"art-style","Hannah Harris","24","FOUNDER, BROWN GIRL HANDS"
"art-style","Andrew Kwon","29","FOUNDER, ANDREW KWON"
"art-style","Indy Sanders, Asia Stewart","28, 28","COFOUNDERS, LUCID"
"art-style","Anna Molinari","26","DESIGNER, INSTINCT BRAND"
"art-style","Mira Nadon","23","PRINCIPAL DANCER, NEW YORK CITY BALLET"
"art-style","Aidan Cullen, Alex Gruszynski","25, 28","COFOUNDERS, NOVA"
"art-style","Gigi Hadid","29","MODEL"
"art-style","Qualeasha Wood","28","ARTIST"
"art-style","Gabriel Perez Silva","27","PHOTOGRAPHER"
"art-style","Katie Qian","27","STYLIST, KATIE QIAN STUDIO"
